pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection,padj_percollection,padj_joint
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,0.0686868686868687,0.154968403244265,0.245041785430996,0.549322137550701,1.44933372683267,14,SHPK;PGM2;DERA;PGLS;PRPS2;PGD;TALDO1;G6PD;PRPS1;RPEL1,Reactome,0.154968403244265,0.171054792431583
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.0687558040234124,0.176741910052287,0.287805130535564,-0.265639492353307,-1.25878164744974,223,KANK1;FOLR1;EDN3;TBX1;GDNF;SDC4;TGFB2;SEMA3G;RTN4;LRP5;EPB41L4B;CDH2;SEMA3A;WASF2;TAC1;NRTN;SEMA6C;MCC;TESK1;MEGF8;SOX10;PFN2;DUSP10;ERBB4;DAAM2;CAPN7;MAPRE2;PTPRG;AMOT;TWIST1,GO:BP,0.176741910052287,0.171054792431583
GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY,0.0688259109311741,0.176741910052287,0.245041785430996,-0.590683762794719,-1.47652531106643,11,CD59;TGFB2;C3;CD55,GO:BP,0.176741910052287,0.171054792431583
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.0688336520076482,0.176741910052287,0.237793834423688,-0.319703027563119,-1.32493953483253,99,CYP3A4;LTC4S;SLC27A2;PLA2G4C;SLC27A5;PNPLA3;ACSM1;ABHD6;ABHD12;MGST3;AWAT1;ACSF2;ELOVL3;FADS2;CYP1B1;DAGLA;CYP2C19;FAAH;PLP1;FADS1;ACSL1;ACADL;EPHX1;GSTM2;CYP4F8;ACOT2;SLC27A1;CYP2J2;ALOX15B;CYP2D6,GO:BP,0.176741910052287,0.171054792431583
GOBP_LYSOSOMAL_TRANSPORT,0.0686695278969957,0.176741910052287,0.252961123069611,0.293945432461208,1.27600053644152,127,M6PR;NAGPA;SLC30A4;ALDH7A1;DTX3L;PCSK9;ARSB;ARL8B;LAPTM5;VPS52;MFSD1;LAMP2;VPS33B;VPS33A;AP3B1;VAMP7;NEDD4;VPS16;GRN;MVB12A;AP3D1;GAK;SNAPIN;LIPA;CHMP4B;RAB7A;VPS35;HSPA8;VCP;CHMP1A,GO:BP,0.176741910052287,0.171054792431583
GOBP_NEGATIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY,0.068762278978389,0.176741910052287,0.241339976815091,0.531420743007931,1.47105225873625,16,CSNK1A1;ZDHHC12;LAMP2;PYDC1;TRIM65;MEFV;HSPA8;NLRC3;ABHD17A;SIRT2;TREM2,GO:BP,0.176741910052287,0.171054792431583
GOBP_NUCLEAR_BODY_ORGANIZATION,0.068762278978389,0.176741910052287,0.241339976815091,0.529627580230626,1.4660885154339,16,VRK1;WRAP53;SERBP1;PML,GO:BP,0.176741910052287,0.171054792431583
GOBP_POSITIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION,0.0688259109311741,0.176741910052287,0.245041785430996,-0.592437628489518,-1.48090942868349,11,NRXN1;MYOM1;PJA2,GO:BP,0.176741910052287,0.171054792431583
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.068762278978389,0.176741910052287,0.241339976815091,0.531319502060522,1.47077200862121,16,DUOXA1;DUOXA2;STAT3;SOD2;RAC1;RAC2,GO:BP,0.176741910052287,0.171054792431583
GOBP_STEROID_BIOSYNTHETIC_PROCESS,0.0688336520076482,0.176741910052287,0.237793834423688,-0.289430072155863,-1.27311228045373,141,CYP3A4;PRKAG2;PRKAA2;HMGCS2;DKK3;FDX1;ABCA2;MALRD1;GPR146;PDE8B;PRLR;CYP17A1;APOE;H6PD;HSD3B1;LSS;DHCR24;CYP27A1;SIRT1;INSIG2;BGLAP;FAXDC2;CYB5R3;FGF1;ACAA2;APOB;INSIG1;BMP5;IDI2;MSMO1,GO:BP,0.176741910052287,0.171054792431583
GOBP_MYOBLAST_PROLIFERATION,0.0688976377952756,0.176813095731455,0.241339976815091,-0.497433464752226,-1.45777699377475,19,MEGF10;HGF;GATA6;ATF2;MSTN;KCNA5;ATOH8;MEIS2;IGF1;ABL1;PAXBP1;ZNF609;FES;FOS,GO:BP,0.176813095731455,0.171148175757448
GOBP_CERAMIDE_METABOLIC_PROCESS,0.0690376569037657,0.177079229385987,0.248911114434702,0.310072535791981,1.28271250989152,97,SMPD3;NEU2;GM2A;SMPD1;SPTLC2;ASAH2B;ALOX12B;GBA2;FUT7;PAQR4;SPTSSA;UGCG;CYP4F22;FUT5;CLN6;ST8SIA4;FUT3;AGK;ABCA12;SMPD2;CERS3;SMPD4,GO:BP,0.177079229385987,0.171430289039581
GOBP_CILIUM_MOVEMENT,0.0691877536412897,0.177370918377986,0.287805130535564,-0.282949801979263,-1.30522978596265,184,PACRG;DNAH8;CATSPERG;ROPN1;DZIP1;FBXL13;ZMYND12;IQCD;BBS1;BBOF1;CFAP126;HYDIN;CATSPER2;DNAH6;ARMC2;CABYR;TAC1;NME5;CFAP43;DNAH7;DAW1;ASH1L;CCDC181;RSPH14;IFT81;AKAP3;ATP2B4;ROPN1B;CFAP70;DYNC2H1,GO:BP,0.177370918377986,0.171737200823132
REACTOME_METALLOPROTEASE_DUBS,0.0693069306930693,0.156111020938159,0.241339976815091,0.527247324049077,1.47402516003396,17,BRCA1;BRCC3;UIMC1;PSMD14;UBA52;BABAM1;UBB;STAM;NLRP3,Reactome,0.156111020938159,0.171769872972001
GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION,0.0693069306930693,0.177396637301525,0.241339976815091,-0.609225203645805,-1.48786492131447,10,PIWIL2;TDRD5;PIWIL4;SPIN1;TDRD1;MOV10L1;TDRD12,GO:BP,0.177396637301525,0.171769872972001
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION,0.0693069306930693,0.177396637301525,0.241339976815091,-0.609264794446295,-1.48796161095059,10,TMEM100;ETV2;VEZF1;ATOH8;CTNNB1;ACVRL1;NOTCH1;BMP4;BTG1,GO:BP,0.177396637301525,0.171769872972001
GOBP_SPINAL_CORD_PATTERNING,0.0693069306930693,0.177396637301525,0.241339976815091,-0.609013081438609,-1.48734687119239,10,GLI2;GDF11;GLI3;RELN;INTU;CHRD;DLL4;IFT122;SMO,GO:BP,0.177396637301525,0.171769872972001
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.0695296523517382,0.177780065478278,0.245041785430996,0.266175325191987,1.22745787395228,181,CCNE2;E2F1;DCUN1D3;PSME1;PLCG2;PAGR1;CPSF3;RRM1;PSME2;DDX3X;RBL1;PKP3;CDC6;MEPCE;PPP2CA;RRM2;SMARCB1;TFDP1;AMBRA1;RFWD3;EZH2;LSM10;PLK3;KIF14;STIL;SASS6;ACTL6A;ADAM17;PSMA6;PSMA3,GO:BP,0.177780065478278,0.172190170764851
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.0695296523517382,0.177780065478278,0.245041785430996,0.266096856659164,1.2270960191545,181,IL17A;PLA2G3;CASP8;ISG15;STAT1;HMGB2;NCKAP1L;GPR68;MAPK14;IRF7;HMGB3;CCR1;PITHD1;TYROBP;LYN;LILRB1;ABCB10;B2M;C1QC;STAT3;FADD;RASSF2;EIF6;LEO1;PRMT6;HCLS1;NFKBIA;GABPA;IL23A;GPR55,GO:BP,0.177780065478278,0.172190170764851
GOBP_NEURON_REMODELING,0.0697211155378486,0.17817618415228,0.241339976815091,-0.562696779971128,-1.4604758104462,12,KCNQ3;NTN4;C3;ADGRB3,GO:BP,0.17817618415228,0.172598376547287
GOBP_MULTIVESICULAR_BODY_LYSOSOME_FUSION,0.07,0.178795180722892,0.241339976815091,0.575503134184206,1.47662968781169,12,CHMP4B;CHMP1A;CHMP7;CHMP2B;CHMP6;CHMP5;CHMP2A,GO:BP,0.178795180722892,0.173222604047346
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,0.0702127659574468,0.179244736548958,0.248911114434702,0.261738484157307,1.21980078071853,198,SPNS2;M6PR;SMPD3;NEU2;FUT2;GM2A;SMPD1;CWH43;SPTLC2;ASAH2B;ARV1;FUT1;ALOX12B;PIGW;GBA2;FUT7;PAQR4;CERKL;SPTSSA;UGCG;VAPA;CYP4F22;MGST2;FUT5;NAGA;ELOVL7;MFSD2B;SMPDL3A;CLN6;ST8SIA4,GO:BP,0.179244736548958,0.173682800064967
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.0704225352112676,0.158364260851525,0.241339976815091,-0.483448727794436,-1.42346474135762,21,PAX6;HES1;FOXO1;MAML2;AKT3;CREBBP;PKLR;FGF10;EP300;RBPJ;MAMLD1;MAML3;NOTCH1;MAML1;KAT2B;KAT2A,Reactome,0.158364260851525,0.174002358276644
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0704761904761905,0.179541225058466,0.234392647294686,-0.462884772265803,-1.43475901830391,24,OCRL;UVRAG;PTPRQ;PIK3C2G;INPP4A;PIK3CB;FIG4;PIK3C3;ATG14;ATM;INPP4B,GO:BP,0.179541225058466,0.174002358276644
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,0.0704761904761905,0.179541225058466,0.234392647294686,-0.462936087526227,-1.4349180752379,24,SFRP5;DAAM2;WNT5B;ANKRD6;GPC3;NKD1;DKK1;MLLT3;SFRP1;ABL1;NPHP3;DACT1;IFT80;ZNRF3,GO:BP,0.179541225058466,0.174002358276644
GOBP_RESPONSE_TO_HYDROXYUREA,0.0704225352112676,0.179541225058466,0.241339976815091,0.607824593684153,1.48361957028646,10,TIMELESS;RAD51;BLM;DDX11,GO:BP,0.179541225058466,0.174002358276644
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION,0.0704761904761905,0.179541225058466,0.234392647294686,-0.462811759844782,-1.43453270878632,24,RTN4;SUN1;SUN2;WDR47;SYNE2;GLI3;DAB2IP;RELN;LAMB1;ZMIZ1;SRGAP2;DAB1;SRGAP2C;CTNNB1,GO:BP,0.179541225058466,0.174002358276644
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS,0.0705882352941176,0.179732759944709,0.237793834423688,-0.473744337472609,-1.43326018322475,22,DKK3;PDE8B;ARNT;H6PD,GO:BP,0.179732759944709,0.174212624882398
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,0.0708661417322835,0.15858319013055,0.237793834423688,0.515011125397172,1.48125155724853,20,RFT1;CTSA;ALG1;ALG14;ALG6;MPDU1;ALG3;DPAGT1;MGAT2,Reactome,0.15858319013055,0.174566121082071
REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.0708661417322835,0.15858319013055,0.237793834423688,-0.566474129250166,-1.45793728978846,13,ACAT1;IVD;BCKDHB;AUH;PPM1K;DBT,Reactome,0.15858319013055,0.174566121082071
REACTOME_ENDOGENOUS_STEROLS,0.0708502024291498,0.15858319013055,0.241339976815091,-0.488816391854717,-1.42138656861466,20,FDX1;CYP46A1;ARNT;NCOA1;CYP27A1;CYP1B1;CYP39A1;RXRA;ARNT2;CYP4V2,Reactome,0.15858319013055,0.174566121082071
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS,0.0708661417322835,0.180252116372777,0.237793834423688,0.589301581153204,1.48467021152591,11,NPM1;PML;EIF2S1;PPP1CA;NCK1;NCK2,GO:BP,0.180252116372777,0.174566121082071
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,0.0708502024291498,0.180252116372777,0.241339976815091,0.482648179448,1.40015255021205,19,HAVCR2;RSAD2;IRAK4;TNIP2;IRAK1;PPT1;HMGB1;SLC15A4;ADCY7;UNC93B1;RAB7B;PIK3AP1;LILRA4;FCRL3,GO:BP,0.180252116372777,0.174566121082071
GOBP_G_PROTEIN_COUPLED_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.0710172744721689,0.180407559198543,0.234392647294686,-0.460721302448191,-1.43364253463169,25,GNB1;GNAL;LRRK2;ADCY6;GNAS;GABRB3;RGS9;ADCY5;GNAO1;DRD1,GO:BP,0.180407559198543,0.174790777184444
GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT,0.0710172744721689,0.180407559198543,0.234392647294686,-0.377019342691033,-1.33853584867398,45,GRXCR2;SDC4;SLITRK6;HES1;ADGRV1;PDZD7;STRC;TPRN;ELMOD3;OTOGL;WHRN;TSKU;GABRB3;FGFR1;TTC8,GO:BP,0.180407559198543,0.174790777184444
GOBP_ORGANIC_ANION_TRANSPORT,0.0710382513661202,0.180407559198543,0.227987202850442,-0.238139753580055,-1.18324690712127,353,ATP1A2;BEST2;SLC26A3;FABP7;PLA2R1;FOLR1;SLC4A4;SLC46A2;SLC16A12;ABCB4;NTRK2;SLC27A2;SLC16A11;SLC35A1;PLA2G5;SLC13A2;SLC16A2;SLC27A5;ANKH;PIANP;SLC1A6;SLC26A5;NFE2L1;SLC26A11;SLC2A11;SLC25A42;SLC26A7;MTTP;ABCC3;APOE,GO:BP,0.180407559198543,0.174790777184444
GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.0711382113821138,0.180473422840368,0.241339976815091,0.464402640790716,1.39014936364982,22,PRKCH;LYN;LPXN;GPS2;CD300A;FOXP1;PTPN22;STAP1;FCMR,GO:BP,0.180473422840368,0.17490392563258
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,0.0711343071064759,0.180473422840368,0.287805130535564,-0.276524050154019,-1.29220985936086,197,KANK1;BCL6;RAC3;APOD;SDC4;PKHD1;GCNT2;DDR1;AGR2;FZD7;FZD4;PIK3R1;FAM107A;NDNF;TESK1;EPHA3;EFNA5;BCL2;EDIL3;CCL28;PKP2;CORO2B;DLC1;CAMSAP3;DAG1;PTK2;VCL;GSK3B;NF1;ARHGEF7,GO:BP,0.180473422840368,0.17490392563258
GOBP_CAMP_BIOSYNTHETIC_PROCESS,0.0712871287128713,0.180569371222837,0.237793834423688,-0.605603799375549,-1.47902063787483,10,ADCYAP1R1;ADCY2;ADCY6;ADCY9;ADCY5;ADCY8;ADCY4,GO:BP,0.180569371222837,0.175070815152754
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT,0.0712871287128713,0.180569371222837,0.237793834423688,-0.608550243915336,-1.48621651789935,10,LGR4;RET;AQP1;CD34;PDGFB;LAMB2;OSR1;PDGFRA,GO:BP,0.180569371222837,0.175070815152754
GOBP_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE,0.0712871287128713,0.180569371222837,0.237793834423688,-0.607134141289591,-1.48275807690049,10,RORC;PRDM16,GO:BP,0.180569371222837,0.175070815152754
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,0.0715667311411992,0.159890550549606,0.234392647294686,0.451682061237568,1.42714697547136,28,CCNE2;TINF2;CCNA2;LMNB1;HIRA;CCNE1;RB1;HMGA1;CDK2;NBN,Reactome,0.159890550549606,0.175625937491532
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,0.0717054263565892,0.159940350347327,0.234392647294686,-0.572640165999096,-1.44873439067839,12,HES1;MAML2;CREBBP;EP300;RBPJ;MAMLD1;MAML3;NOTCH1;MAML1;KAT2B;KAT2A,Reactome,0.159940350347327,0.175625937491532
GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID,0.0717054263565892,0.181126501430142,0.234392647294686,-0.418330853661712,-1.39834367973934,33,DGAT2;PLCB1;HMGCS2;CLDN1;IRS1;HES1,GO:BP,0.181126501430142,0.175625937491532
GOBP_CHONDROCYTE_DIFFERENTIATION,0.0716911764705882,0.181126501430142,0.227987202850442,-0.310821520131405,-1.30649627862436,107,FGF9;MEF2C;WNT9A;SULF2;LNPK;BMPR1A;SCIN;GLG1;CHADL;OSR2;ZBTB16;WNT10B;SOX5;EIF2AK3;SCX;BMPR1B;NFIB;PKDCC;RARB;WNT5B;DAG1;ATF2;COL11A1;TSKU;GLI3;SLC26A2;SHOX2;FGFR1;SMAD3;MATN1,GO:BP,0.181126501430142,0.175625937491532
GOBP_HETEROCHROMATIN_ORGANIZATION,0.0717299578059072,0.181126501430142,0.245041785430996,0.274998487598313,1.2442795850509,162,OIP5;CSNK2B;ZNFX1;CDK1;CBX3;LMNB2;MTHFR;UHRF1;PCGF6;CBX2;HAT1;BRCA1;POLE3;L3MBTL2;TFDP1;DNMT1;TRIM28;LMNB1;ASB7;MBD1;NRDE2;SUV39H1;MIS18A;EZH2;MBD3;KDM2B;PPHLN1;LBR;HNRNPK;PCGF1,GO:BP,0.181126501430142,0.175625937491532
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.0717213114754098,0.181126501430142,0.241339976815091,0.408849938603935,1.40374189896793,38,NDUFAF6;BCS1L;TIMM21;NDUFA6;TIMMDC1;NDUFAF1;TMEM126A;NDUFAF8;FOXRED1;NDUFAF2;NDUFS5;NDUFAF3;NDUFS6;TMEM126B;OXA1L;NDUFA13;NDUFS3;NDUFS8;TMEM70;NDUFS2;ECSIT;NDUFAF4;NDUFS7,GO:BP,0.181126501430142,0.175625937491532
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.0717213114754098,0.181126501430142,0.241339976815091,0.42018722973721,1.42065855068743,35,ATAD5;PTPRC;NSD2;PAXIP1;CD226;MAD2L2;STAT6;MLH1;TNF;FCER1G;HLA-E;FCGR1A;TBX21;CD28;XCL1;TNFSF4;MSH2;HMCES;TGFB1;CD40;TREM2,GO:BP,0.181126501430142,0.175625937491532
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,0.0716911764705882,0.181126501430142,0.227987202850442,-0.312013484328413,-1.3115065391333,107,ILDR1;INHBB;MYRIP;GALR1;EDN3;AACS;FOXL2;OSBP;PLA2G6;TAC1;ABAT;IRS2;FFAR4;EFNA5;SIRT3;SOX4;GNAS;PRKD1;TCF7L2;HFE;GPER1;TACR1;GPR27;PPP3CB;PRKCA;FGFR1;RPH3AL;INHBA;EDN1;NLGN2,GO:BP,0.181126501430142,0.175625937491532
GOBP_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON,0.0718562874251497,0.181257763830848,0.237793834423688,0.551976805487962,1.44695409884749,13,PARP9;ARG1;NLRC5;PARP14;PTPN2;CDC37,GO:BP,0.181257763830848,0.175802415553943
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE,0.0718562874251497,0.181257763830848,0.237793834423688,0.549628401825517,1.44079798454823,13,PIK3CG;S100A9;NCF1;GRN;HCK;LIPA,GO:BP,0.181257763830848,0.175802415553943
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.071969696969697,0.181432558139535,0.231126709673834,-0.286093201919928,-1.27449888398685,146,CRYAB;KANK1;CLIP3;RAB40B;TTBK2;EML2;KANK4;PIK3R1;BBOF1;LMOD3;APOE;ADD2;WASF2;SCIN;SVIL;TMOD2;CGNL1;CORO2B;DLC1;APC2;ARHGEF2;SPTAN1;PLEKHH2;TMOD1;ARHGEF7;FGF13;CLASP1;SPTBN4;SHANK1;ARHGAP6,GO:BP,0.181432558139535,0.176013436249285
GOBP_PHOSPHOLIPASE_C_PROTEIN_KINASE_C_SIGNAL_TRANSDUCTION,0.072,0.181432558139535,0.237793834423688,0.571649697928315,1.46674251598315,12,PRKCH;PLCD1,GO:BP,0.181432558139535,0.176021124104112
GOBP_HEART_VALVE_DEVELOPMENT,0.0722433460076046,0.181951733023285,0.231126709673834,-0.34251454161366,-1.3550687009449,73,MEF2C;TGFB2;FGFRL1;GATA3;PCDHA10;BMPR1A;EFNA1;NOTCH2;SCX;SOX4;TWIST1;NFATC1;GSK3B;HEY1;ROBO2;DCHS1;DKK1;SHOX2;BMPR2;FAM114A1;SMAD2;PITX2;HEYL;AXIN2;SMAD4;SLIT2;TGFBR2;ADAMTS19;HEY2;ROCK2,GO:BP,0.181951733023285,0.176549443995206
GOBP_ESCRT_COMPLEX_DISASSEMBLY,0.0724346076458753,0.18215118457003,0.237793834423688,0.603500050124441,1.47306393051076,10,VTA1;CHMP1A;CHMP7;CHMP2B;CHMP5;CHMP2A;VPS4B;IST1,GO:BP,0.18215118457003,0.176816833202605
GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS,0.0724346076458753,0.18215118457003,0.237793834423688,0.60298376100998,1.47180373695804,10,PRKCH,GO:BP,0.18215118457003,0.176816833202605
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,0.0723981900452489,0.18215118457003,0.252961123069611,0.242127233420018,1.18654684358186,330,NT5C3A;MTHFD1;CLPX;FIGNL1;HK3;UMPS;PARP1;PFKFB2;APRT;ADPGK;GALK1;NT5C;AK2;ATP6V1B2;PPP2CA;DNM1L;MFN1;PDE8A;NME1;ATP6V1A;AMPD3;STAT3;RAN;BLOC1S6;STOML2;HPRT1;CMPK1;NME6;ITPA;ADSL,GO:BP,0.18215118457003,0.176816833202605
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.072936660268714,0.183319152304252,0.231126709673834,-0.328248499897087,-1.31679051271453,81,RORC;BCL6;SLC46A2;MERTK;ORMDL3;MEF2C;TGFB2;BIRC7;TSC22D3;FNIP1;IRS2;RAPGEF2;SIRT1;EFNA1;BBC3;SLC39A10,GO:BP,0.183319152304252,0.177975337048771
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,0.0729783037475345,0.162515703969388,0.234392647294686,0.455308813212236,1.43729379617767,29,E2F1;CBFB;CEBPA;TFDP1;STAT3;PML;DEK;CDK4,Reactome,0.162515703969388,0.178009930970181
GOBP_RESPONSE_TO_ETHER,0.0730223123732252,0.183439873844331,0.237793834423688,-0.518101239368242,-1.42906761063354,16,PLCB1;ABCB4;LRRK2,GO:BP,0.183439873844331,0.17805026579792
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,0.0730837789661319,0.183499745746066,0.222056046145248,-0.238444497139384,-1.18579677944102,345,PLCH2;OCRL;PLCB1;APOC2;ABHD12B;UVRAG;HMGCS2;ABCA3;ABCA2;PLPP4;CYP2W1;CRLS1;PIGP;PLA2G4C;MTMR7;LPCAT4;PLA2G5;GPAT2;PIGV;PNPLA7;SPATA18;PNPLA3;IP6K2;PIP5K1B;ETNK2;HADHA;PTPRQ;ABCA8;PIK3R1;ABHD6,GO:BP,0.183499745746066,0.178133122030651
GOBP_XENOBIOTIC_METABOLIC_PROCESS,0.0731707317073171,0.183623514052948,0.227987202850442,-0.313708978380881,-1.31037531248799,104,RORC;CYP3A4;CYP2W1;CYP46A1;GSTA3;SULT1C4;FMO5;GSTO2;GRIN1;FMO4;ACSM1;BPHL;ABCC3;UGT2A1;UGT2A2;MIR27B;CYP1B1;CYP2C19;NOS1;ACSL1;EPHX1;GSTM2;RORA,GO:BP,0.183623514052948,0.178278012103429
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.0732758620689655,0.183698253700913,0.245041785430996,0.28631165020221,1.25199046948401,134,PLA2G2F;NOS2;SLCO4A1;PLA2G3;SYK;FABP5;ATP8B1;ARV1;CRABP2;SLC16A14;PPARD;FABP5P3;RPS6KB1;LYN;PTGES;CROT;SLC6A11;SLC27A4;SLC16A9;SLC16A6;SLC16A1;SLC43A3;GOT2,GO:BP,0.183698253700913,0.178400023316666
GOBP_RENAL_SODIUM_EXCRETION,0.0732673267326733,0.183698253700913,0.234392647294686,-0.603850740473671,-1.47473927389072,10,AGT;ATP6V1B1;NPR1;EDN1;MLLT6;AGTR1;SPX,GO:BP,0.183698253700913,0.178400023316666
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,0.0734126984126984,0.183946720174881,0.234392647294686,-0.520135875194243,-1.41931417440799,15,WNT5B;ANKRD6;GPC3;NKD1;DKK1;MLLT3;SFRP1;ABL1,GO:BP,0.183946720174881,0.178666052727262
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,0.0737704918032787,0.184748288666044,0.237793834423688,0.405127503902848,1.38219085609088,37,CDK1;MAPK14;HSP90AA1;ECT2;TRIM28;RAN;HCLS1;RBM22;PIK3R2;ZPR1;ZC3H12A;JUP,GO:BP,0.184748288666044,0.179469428444838
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.0738255033557047,0.163930620181285,0.248911114434702,0.247660572086133,1.20479720499895,293,FUOM;NEU2;NSF;RFT1;CTSA;AMDHD2;ARF5;TUBB2A;DYNLL1;COG3;NAPA;GMPPB;NANP;SEL1L;SRD5A3;PPP6R3;ALG1;TMED7;ALG14;SERPINA1;TUBA1C;ST8SIA4;LMAN2;SEC22A;TUBB2B;OSTC;CAPZB;DCTN6;TRAPPC2L;FUT3,Reactome,0.163930620181285,0.179533655869057
REACTOME_NCAM1_INTERACTIONS,0.0738522954091816,0.163930620181285,0.234392647294686,-0.409963196326409,-1.40237835557885,37,COL4A5;COL9A2;GDNF;CACNB1;CNTN2;NRTN;GFRA1;CACNA1G;CACNA1C;NCAM1;CACNA1H;CACNB2,Reactome,0.163930620181285,0.179533655869057
GOBP_PROTEIN_HOMOOLIGOMERIZATION,0.0739219712525667,0.185032613874495,0.237793834423688,0.262928108855118,1.21612662916097,185,KCTD11;PRF1;KCND3;PYCARD;PNPT1;COMP;SIGMAR1;KCNA7;OSBPL2;TK1;SHMT2;KCNJ2;PXDN;ECT2;HLA-G;B2M;SAMHD1;HSD17B10;HPRT1;POLQ;SOD2;CARD9;ROM1;KCNG3;USP16;EVL;KCTD5;BLM;GBP5;GSDMD,GO:BP,0.185032613874495,0.179635656425904
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,0.0740037950664137,0.185142383142038,0.227987202850442,-0.353719814748904,-1.35956908772283,64,NELL1;FZD1;MEF2C;WNT7B;LRP5;BMPR1A;HGF;FFAR4;WNT10B;ZHX3;BMPR1B;PRKD1;JUND;ACVR2B;GLI3;BMPR2;SMAD5;IGF1;SCUBE3;NPNT;IL6ST;ILK;FERMT2;CTNNB1;ACVR2A;DDR2;FGF2;GDF10;LRP3;SFRP2,GO:BP,0.185142383142038,0.17976708988959
GOBP_HINDLIMB_MORPHOGENESIS,0.0741444866920152,0.185304211742833,0.227987202850442,-0.440215542863111,-1.42068317471331,29,ALX4;BMPR1A;OSR2;ZBTB16;RARB;TWIST1;PTCH1;GPC3;MSX1;PITX2;AFF3;TFAP2B;RPGRIP1L;CTNNB1;ALX3;OSR1;TBX3;MED1,GO:BP,0.185304211742833,0.179915803152542
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.0741444866920152,0.185304211742833,0.227987202850442,-0.315826083728807,-1.31455588105262,101,ATP1A2;SLC8A3;FXYD6;SLC9A2;SCNN1B;SLC9A4;KCNJ14;KCNJ11;FXYD1;ATP2B4;FXYD2;KCNJ8;ATP1B2;SLC39A10;KCNJ1;NEDD4L;TRPV1;SLC12A7;TRPV4;AKAP5;CACNA1G;PPP3CC;SLC24A2;PPP3CB;CACNA1C;CACNA2D1;ANK2;KCNJ10;SLC39A14;SLC24A1,GO:BP,0.185304211742833,0.179915803152542
