pathway,k,meanNES,nUp,Zc_up,p_stouffer_up,p_fisher,size,collection,FDR_stouffer_up,FDR_fisher,direction_consistent
REACTOME_PECAM1_INTERACTIONS,4,1.11763036831955,4,2.07290462213338,0.0190905783977322,0.249694907924221,12,Reactome,0.0606650027407704,0.327773212082605,TRUE
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,4,1.0697855507889,4,2.07124511128231,0.0191679479164486,0.204393845949174,14,GO:BP,0.0608616865849947,0.278649762704423,TRUE
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE,4,1.13331357551363,4,2.07118139355434,0.0191709238629103,0.244180943503039,12,GO:BP,0.0608616865849947,0.321977933392004,TRUE
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,4,1.13887969630793,4,2.07034692090666,0.0192099343078966,0.259391524690621,12,Reactome,0.0609561984748408,0.338049365544059,TRUE
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,4,1.02839700637681,4,2.0686288883592,0.0192904624588158,0.10665004365694,45,GO:BP,0.0611822984811577,0.163811487311953,TRUE
GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION,4,0.79711989069441,3,2.06828952957057,0.0193064028729552,0.142926799575396,12,GO:BP,0.0612034309240201,0.208973425708974,FALSE
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,1,1.20989493350871,1,2.06708927556126,0.0193628712294074,0.0387257424588148,478,GO:BP,0.0613529594142175,0.0695924061565789,TRUE
GOBP_RETINOIC_ACID_METABOLIC_PROCESS,4,0.770314860115627,3,2.06555575875447,0.0194352227418927,0.0992389896115016,30,GO:BP,0.0615526473491436,0.153951761998115,FALSE
REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY,4,1.12356073451088,4,2.06530284096072,0.0194471774703768,0.291941540119025,18,Reactome,0.0615609547850653,0.371301010249703,TRUE
GOBP_TRANSLATIONAL_TERMINATION,4,0.764270182218907,3,2.06483211837889,0.019469443864936,0.00211340466025573,16,GO:BP,0.0616018806604233,0.00560375021853178,FALSE
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,4,1.12003861982874,4,2.06053503885149,0.0196737098696961,0.175555448959988,13,Reactome,0.0622183432456304,0.246634317530315,TRUE
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,3,1.21163604328663,3,2.05878593572097,0.0197573747799569,0.168083665945879,12,GO:BP,0.0624529954112966,0.238165862796427,TRUE
GOBP_REGULATED_EXOCYTOSIS,4,0.640857791557444,3,2.05512096690694,0.019933661124362,0.0696818506282625,215,GO:BP,0.0629800586386093,0.11409559905551,FALSE
GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION,4,0.758699195332686,3,2.05220592677137,0.0200748268694187,0.0247385528582397,17,GO:BP,0.0633957074473695,0.0473607496618131,FALSE
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,4,0.764724201388449,3,2.05165292563428,0.0201017023503224,0.0635323350579329,19,GO:BP,0.0634502059354434,0.105201509632827,FALSE
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,4,1.07725325309413,4,2.0501640152451,0.0201742141160711,0.186866764450672,24,Reactome,0.0636486324838456,0.259637751701997,TRUE
GOBP_ICOSANOID_SECRETION,4,0.768191106797325,3,2.04826752546557,0.0202668965797179,0.151105288165114,33,GO:BP,0.0639104764514337,0.218977355093847,FALSE
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,4,0.773060643743085,3,2.04304039533329,0.0205242197338634,0.0465185201050318,20,GO:BP,0.0646910069681305,0.0809930528194496,FALSE
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,4,0.613086052231962,3,2.04043843586317,0.0206533384837358,1.95649966711416e-11,389,GO:BP,0.0650668930168123,2.12636380625241e-10,FALSE
GOBP_POLYAMINE_METABOLIC_PROCESS,4,1.1162388326432,4,2.03936812912272,0.0207066503787045,0.226111566230594,19,GO:BP,0.0652037100469278,0.301832861680135,TRUE
GOBP_POLYKETIDE_METABOLIC_PROCESS,1,1.58066566114292,1,2.03788511021994,0.0207807120096479,0.0415614240192958,10,GO:BP,0.0654057047364729,0.0737639801601546,TRUE
GOBP_GOLGI_LUMEN_ACIDIFICATION,4,0.472100923073195,2,2.03736905728292,0.0208065361257218,0.062860003093201,13,GO:BP,0.0654557552796314,0.104245208749585,FALSE
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,4,1.10498713834035,4,2.03524151395884,0.0209132889038295,0.277668872469487,49,GO:BP,0.0657602320774849,0.357211691045477,TRUE
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,4,0.750970874413411,3,2.03164833991686,0.0210946346198805,0.0201161623020167,24,GO:BP,0.0662858274084316,0.0397324319480253,FALSE
REACTOME_LDL_CLEARANCE,4,0.742889812792648,3,2.03153184540748,0.0211005362373361,0.00214790991024819,19,Reactome,0.0662858274084316,0.00568043563079645,FALSE
GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL,3,1.19793676325859,3,2.03071057739273,0.0211421813647231,0.20113742970772,11,GO:BP,0.0663850406773337,0.275348334463961,TRUE
GOBP_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION,4,0.781507118188103,3,2.02959256320969,0.0211989857353196,0.148784604298564,21,GO:BP,0.0665317359162244,0.216148873498707,FALSE
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,4,0.800899294881374,3,2.02933104004824,0.0212122918905125,0.120399412274723,12,GO:BP,0.0665418400388545,0.181134531990044,FALSE
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,4,0.68487530957859,3,2.02811311528755,0.0212743523273959,0.00528345750927922,99,GO:BP,0.0667048014752047,0.0124749352858679,FALSE
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,4,0.725174144539958,3,2.02514985981431,0.0214259892165061,0.00273048737993221,33,GO:BP,0.0671483377013258,0.00698992054536779,FALSE
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,4,0.739565526062889,3,2.02420791682875,0.0214743816771043,0.0340705117565176,29,GO:BP,0.0672614534335996,0.0621923536407712,FALSE
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,4,0.745894920392525,3,2.02405057348823,0.0214824742132173,0.00344436015456298,28,GO:BP,0.0672614534335996,0.00856481113443346,FALSE
GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION,4,0.415043444942884,2,2.02076308082718,0.021652148156583,0.0168824932059104,14,GO:BP,0.0677570628546972,0.0341218773527546,FALSE
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,4,0.775042681196395,3,2.02058623544876,0.0216613074974316,0.122143438995523,20,GO:BP,0.0677570628546972,0.183298513888413,FALSE
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS,4,0.69643029657688,3,2.01856930405832,0.0217660020749962,0.00587550811645567,65,GO:BP,0.068052282316943,0.0137109045080502,FALSE
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,4,0.741703914388856,3,2.0167222005681,0.0218622559009538,0.0403245963787774,36,GO:BP,0.0683208442342928,0.0719949559704451,FALSE
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,4,1.10305348738818,4,2.01562512969355,0.0219195949893616,0.249177888757741,16,Reactome,0.0684675985534179,0.327325076092158,TRUE
GOBP_HISTAMINE_SECRETION,4,0.796769055319885,3,2.01430432409536,0.0219887961334111,0.128811729521634,13,GO:BP,0.0686512485054959,0.191692077521817,FALSE
GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION,4,0.762207442886562,3,2.01178156935111,0.0221214838085588,0.0985540624681046,22,GO:BP,0.0690328423297361,0.153123210104118,FALSE
GOBP_AMINE_BIOSYNTHETIC_PROCESS,4,1.10666402105002,4,2.01016278210229,0.0222069815354417,0.244426320612457,32,GO:BP,0.0692668828318247,0.322109555948937,TRUE
REACTOME_TRYPTOPHAN_CATABOLISM,4,1.10490364353456,4,2.00876466153188,0.0222810487994617,0.2330797033622,13,Reactome,0.0694650656569229,0.30988045205168,TRUE
GOBP_FAS_SIGNALING_PATHWAY,3,1.17850170620364,3,2.00763358692521,0.0223411213619518,0.145878937843709,10,GO:BP,0.0696008742852406,0.212593383732284,TRUE
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,4,0.760842712938674,3,2.00754728722281,0.022345710434461,0.0847133101813168,13,GO:BP,0.0696008742852406,0.135348439638205,FALSE
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,4,0.680616319908413,3,2.00203522571617,0.0226404715555335,0.0272271062254845,47,GO:BP,0.0704856964850659,0.0512675963190189,FALSE
REACTOME_DENGUE_VIRUS_MODULATES_APOPTOSIS,4,0.81299964558939,3,2.00064036222116,0.0227155803055917,0.244604076724075,15,Reactome,0.0706861713565984,0.322215074710208,FALSE
REACTOME_MAPK3_ERK1_ACTIVATION,2,1.29507266467596,2,1.9992280984039,0.0227918398433725,0.110269960244519,10,Reactome,0.0708900365142521,0.168274561122622,TRUE
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,4,0.747014308880689,3,1.99865265503019,0.0228229744832473,0.0783799555583621,22,Reactome,0.0709534225570133,0.126671378446476,FALSE
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING,3,1.18449592332613,3,1.99811890700288,0.022851885204562,0.185797721871959,11,GO:BP,0.071009838292273,0.25847903230479,TRUE
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,4,0.776091518360466,3,1.9972111063934,0.0229011275331804,0.0164810318500508,13,Reactome,0.0711243075229075,0.0334436687526254,FALSE
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,4,0.682719196441692,3,1.99704245714273,0.0229102855064694,0.0289505282035829,78,GO:BP,0.0711243075229075,0.0540603495521663,FALSE
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,4,0.680192189113584,3,1.9956848475046,0.0229841187137227,0.013680614116099,71,GO:BP,0.0713199582099851,0.028551411364728,FALSE
HALLMARK_XENOBIOTIC_METABOLISM,4,0.629543076808618,3,1.99518442622555,0.0230113844846873,3.9772520600339e-06,174,Hallmark,0.0713709936274012,1.97574787952136e-05,FALSE
GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS,4,1.09498133849059,4,1.99326478633519,0.0231162300985588,0.185106275699675,10,GO:BP,0.0716624858835491,0.257764465245876,TRUE
GOBP_RESPONSE_TO_HEAT,4,0.687687607752689,3,1.9910263670788,0.0232389942803311,0.142639218104555,98,GO:BP,0.0720092274623505,0.208738003956466,FALSE
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT,4,0.714301392721739,3,1.99047409081761,0.0232693676632096,3.47722355587058e-05,58,GO:BP,0.072040957410461,0.000139110029096897,FALSE
GOBP_CELLULAR_PIGMENTATION,4,0.694557819866883,3,1.99044306871948,0.023271074767575,0.0134788910232744,64,GO:BP,0.072040957410461,0.0281749822815404,FALSE
GOBP_CELLULAR_RESPONSE_TO_ETHER,1,1.56704343085239,1,1.99007934361916,0.0232910979357552,0.0465821958715104,10,GO:BP,0.0720691243349798,0.0810825187768745,TRUE
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,4,0.734193657319616,3,1.98840447643106,0.0233834870605371,0.0876991729944727,34,GO:BP,0.0723210802336444,0.139074866404937,FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,4,0.315938519837184,2,1.98787541616961,0.0234127351314367,7.57898895418158e-06,48,Hallmark,0.0723776071518687,3.5384706391179e-05,FALSE
GOBP_TISSUE_MORPHOGENESIS,1,1.24183249058965,1,1.98682102257165,0.0234711170496876,0.0469422340993751,497,GO:BP,0.0725241026589176,0.0815585773909871,TRUE
GOBP_SECONDARY_METABOLIC_PROCESS,4,1.08955404527698,4,1.98378949583223,0.0236396558096903,0.281171220164509,53,GO:BP,0.0730106785470633,0.360662364267017,TRUE
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,4,1.10873083676786,4,1.9832114919503,0.0236719053886547,0.28956768180387,15,Reactome,0.0730760691852855,0.369181627969036,TRUE
GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,4,1.09810711671428,4,1.98252835730781,0.0237100684065557,0.269654178398664,15,GO:BP,0.0731349667487574,0.348639096271242,TRUE
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS,4,0.779459943206526,3,1.98247311832797,0.0237131565674689,0.00511874709067762,10,GO:BP,0.0731349667487574,0.0121317533212466,FALSE
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,4,0.683294537993355,3,1.97716778538954,0.0240113338413901,0.107000348583642,119,Reactome,0.0740199856783413,0.164234830061956,FALSE
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,4,0.6957758283369,3,1.97251164906313,0.0242756139084069,0.115107060305776,55,GO:BP,0.0747997314123122,0.174341531800433,FALSE
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,4,0.748828180603667,3,1.97187453104703,0.0243119657051038,0.0446992146582111,24,GO:BP,0.0748767683270634,0.0784257231649518,FALSE
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,4,1.0461499270691,4,1.97046323340436,0.0243926523603598,0.157775771029942,12,GO:BP,0.0750585132915287,0.226418699474555,TRUE
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,4,0.768925698526011,3,1.97044436931821,0.0243937323779047,0.106541334528033,16,Reactome,0.0750585132915287,0.163682623167544,FALSE
GOBP_NADPLUS_BIOSYNTHETIC_PROCESS,4,1.10225882770832,4,1.96212634547519,0.024873888191705,0.326367069903014,14,GO:BP,0.0765002519350479,0.40510640063053,TRUE
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,4,0.721368234044648,3,1.96172029934187,0.024897528582107,0.00129164365517829,23,GO:BP,0.0765366178654245,0.00362903457973219,FALSE
KEGG_STARCH_AND_SUCROSE_METABOLISM,4,0.335017595810187,2,1.96152482576886,0.0249089159552928,0.00216735417778843,38,KEGG,0.0765366178654245,0.00572379323893926,FALSE
GOBP_ASTROCYTE_DEVELOPMENT,4,0.738383641022227,3,1.96093877500797,0.0249430827011812,0.0920678784735225,36,GO:BP,0.0766059201953877,0.144612331973769,FALSE
GOBP_GALACTOSE_CATABOLIC_PROCESS,4,1.1101897181316,4,1.95727128825829,0.0251577906424589,0.317856303046086,10,GO:BP,0.0772293833728717,0.396239234919696,TRUE
REACTOME_GLUCONEOGENESIS,4,0.355710193198788,2,1.95683968717794,0.0251831596977142,0.00362670687778094,22,Reactome,0.0772713044306141,0.00897763049633054,FALSE
REACTOME_HYALURONAN_DEGRADATION,4,1.10222275531093,4,1.95622959478297,0.0252190568519387,0.319651214055547,15,Reactome,0.0773454756170338,0.398025492473469,TRUE
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE,4,0.775192186006096,3,1.95306202740037,0.0254061228915799,0.000184885913279326,19,GO:BP,0.0778829891801824,0.000635587477802874,FALSE
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,4,0.746004155542692,3,1.94799531876259,0.0257077616436965,0.199735253338121,37,GO:BP,0.0787710652872576,0.273723207429931,FALSE
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT,4,0.728176218049342,3,1.94670947146106,0.0257847877295991,0.00199157181712942,22,GO:BP,0.0789704014169756,0.00532997942296259,FALSE
GOBP_HAIR_FOLLICLE_MATURATION,4,0.766791719267683,3,1.94564602274227,0.0258486373157382,0.1769045448734,15,GO:BP,0.079129215949849,0.248147838088415,FALSE
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,4,0.75139484312919,3,1.94301690513066,0.0260070578975695,0.109803784924149,26,GO:BP,0.0795518710383063,0.167757195262764,FALSE
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,4,0.764357886773779,3,1.94295461725984,0.0260108209534071,0.0190095400254634,19,GO:BP,0.0795518710383063,0.0378755468281431,FALSE
REACTOME_GLYCOGEN_METABOLISM,4,0.74564715085992,3,1.94157009554986,0.0260945830151293,0.2145521371013,25,Reactome,0.0797710677251194,0.290127734401085,FALSE
REACTOME_GPCR_LIGAND_BINDING,4,0.643308222233052,3,1.94070177999233,0.0261472301797321,0.0107641128180546,286,Reactome,0.0798949872606266,0.0232289343345458,FALSE
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,4,0.741963059418594,3,1.93746183115029,0.0263444573807431,0.00412125579839808,26,GO:BP,0.0804603635836861,0.0100324444656945,FALSE
GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,4,0.739845981270493,3,1.93574875622575,0.0264492399052917,0.0624893323331973,24,GO:BP,0.0807430058561821,0.103734807599925,FALSE
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,4,0.737391055839835,3,1.93482661530897,0.0265057879372838,0.00788683148843509,16,Reactome,0.0808782067633031,0.0176970841255804,FALSE
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION,4,1.09454204482356,4,1.93052223992056,0.0267710811489175,0.341122066720727,16,GO:BP,0.0816276737091072,0.420239453624022,TRUE
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,4,0.714381848265146,3,1.93044028578379,0.0267761536920582,0.000109407562769388,41,Reactome,0.0816276737091072,0.000395052923694392,FALSE
GOBP_DNA_REPAIR_DEPENDENT_CHROMATIN_REMODELING,4,0.736731713940411,3,1.92847276761845,0.0268981741690336,0.0741197956988958,24,GO:BP,0.0819108614536809,0.120445609799667,FALSE
GOBP_ENDOTHELIAL_CELL_MIGRATION,4,0.634802871272289,3,1.92846038602375,0.0268989435114524,0.000861053327363188,219,GO:BP,0.0819108614536809,0.00253135864555033,FALSE
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT,2,1.29485357075127,2,1.9283420668966,0.0269062963119792,0.134137173908315,10,GO:BP,0.0819108614536809,0.19810696301109,TRUE
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS,4,0.750182336857063,3,1.9265701551018,0.027016610510547,0.128334940386426,20,GO:BP,0.0822087543994826,0.191068743337678,FALSE
GOBP_CELL_REDOX_HOMEOSTASIS,4,0.710663589919339,3,1.92610177069773,0.0270458337921154,0.00825310563844576,44,GO:BP,0.082259735143654,0.0183876183373275,FALSE
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE,4,1.09081564964637,4,1.92553019935155,0.0270815308122342,0.344136828693066,15,GO:BP,0.0823303496628153,0.422926724830134,TRUE
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,4,0.723167949670193,3,1.92476701143661,0.0271292563788155,0.0933554951044998,35,GO:BP,0.0824374501755163,0.146390825102064,FALSE
GOBP_NUCLEAR_MRNA_SURVEILLANCE,4,1.07890301050934,4,1.92370060623611,0.0271960610071685,0.202530908921654,11,GO:BP,0.0825720816458631,0.276764787923605,TRUE
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,4,1.09230283092154,4,1.92366019371725,0.0271985953337063,0.337735429010557,16,GO:BP,0.0825720816458631,0.417001801456606,TRUE
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,4,0.699597994913696,3,1.92295489304881,0.0272428574771305,0.00717277819903428,34,Reactome,0.0826445656423511,0.0163959867564204,FALSE
REACTOME_ONCOGENE_INDUCED_SENESCENCE,4,0.743423848361759,3,1.92288055461267,0.0272475261894973,0.136995327731147,33,Reactome,0.0826445656423511,0.201686716590577,FALSE
GOBP_MELANOSOME_ASSEMBLY,4,0.744020432190242,3,1.92164931666726,0.027324949336869,0.00865065594263758,19,GO:BP,0.0828058141882601,0.0192149418362223,FALSE
REACTOME_GAP_JUNCTION_ASSEMBLY,4,0.732662538505162,3,1.92163591360282,0.0273257931617163,0.00560226575255625,29,Reactome,0.0828058141882601,0.0131290043231309,FALSE
REACTOME_RHOA_GTPASE_CYCLE,4,1.04963910217579,4,1.91841145986825,0.0275294295477539,0.345199074200387,145,Reactome,0.0833845944566266,0.423985961271424,TRUE
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,4,1.09210417424351,4,1.91647994691615,0.0276520166428753,0.288696875038367,17,GO:BP,0.0837174638793246,0.368381679812014,TRUE
REACTOME_RHOBTB1_GTPASE_CYCLE,4,0.724377378907338,3,1.9156531277698,0.0277046311582749,0.0909774298078579,23,Reactome,0.0838382806197887,0.143206419575862,FALSE
GOBP_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS,4,0.762580904676831,3,1.91446157039045,0.0277806024669883,0.158526999937868,12,GO:BP,0.0840296352474653,0.2270522402497,FALSE
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,3,1.15325033579906,3,1.91391250797496,0.0278156679625393,0.168950359447028,13,GO:BP,0.0840971409481537,0.239074543387397,TRUE
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION,4,0.783831476330027,3,1.91165974134365,0.0279599256221334,0.270690043569601,13,GO:BP,0.0844945622213532,0.349734080969185,FALSE
GOBP_MITOCHONDRIAL_FISSION,4,0.721332723230458,3,1.91080040830191,0.0280151176160195,0.00663589006611856,39,GO:BP,0.0846225874143227,0.0152852537591425,FALSE
GOBP_REGULATION_OF_ICOSANOID_SECRETION,4,1.09436354017862,4,1.91049154330265,0.0280349771012974,0.343040907318328,15,GO:BP,0.0846438187355877,0.421894270242172,TRUE
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION,4,0.776510559128837,3,1.90646950563316,0.0282946592109551,0.0304442058584062,10,GO:BP,0.0853887771338842,0.0564203426431646,FALSE
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,4,0.266798243093468,2,1.9043907712019,0.0284296551200868,1.74245300135644e-05,74,GO:BP,0.0857569432223196,7.47883048142383e-05,FALSE
GOBP_ESTROGEN_METABOLIC_PROCESS,4,0.717204500998713,3,1.90301686878365,0.028519172071277,0.0984867769975116,34,GO:BP,0.0859702911658467,0.153054715630762,FALSE
REACTOME_DEATH_RECEPTOR_SIGNALING,4,0.643773018542899,3,1.90290537930773,0.0285264464699164,0.0160638860698071,152,Reactome,0.0859702911658467,0.0327280594201721,FALSE
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,4,0.246660618717265,2,1.90193991414949,0.0285895051434936,0.000749405738005958,110,GO:BP,0.0861078841100844,0.00223197727025973,FALSE
GOBP_ENDOSOME_ORGANIZATION,4,0.651700028300871,3,1.90171969947105,0.0286039045364041,1.02327060528773e-06,101,GO:BP,0.0861078841100844,5.56973282432604e-06,FALSE
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION,4,0.675974911956237,3,1.90160724609161,0.0286112599619986,0.0255777534475293,79,GO:BP,0.0861078841100844,0.0486833351106032,FALSE
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,3,1.16122143663959,3,1.90009596856066,0.0287102633347798,0.213069552129688,10,GO:BP,0.0863664419605756,0.288618674995647,TRUE
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,4,0.622889540414213,3,1.89972132446674,0.0287348501797331,0.0491073898204376,200,GO:BP,0.0864010057592067,0.0848288689828297,FALSE
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,4,0.630230212582161,3,1.89947434952177,0.0287510680282559,0.159803453028917,227,Reactome,0.0864103853222799,0.228681861091489,FALSE
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,4,0.312137589637767,2,1.89546349374181,0.0290155118843631,0.0425673474998186,61,GO:BP,0.0871654516854023,0.0753870581090746,FALSE
GOBP_ENDOSOMAL_TRANSPORT,4,0.619658314471826,3,1.89504370358345,0.0290433059726813,2.02334588412438e-08,295,GO:BP,0.0872092350941187,1.48807277564866e-07,FALSE
REACTOME_REGULATION_OF_TBK1_IKK_MEDIATED_ACTIVATION_OF_IRF3_IRF7_UPON_TLR3_LIGATION,4,0.773493051282199,3,1.89473988459316,0.0290634354669988,0.225762816324843,11,Reactome,0.0872299744202871,0.301489331841091,FALSE
HALLMARK_APICAL_SURFACE,4,0.707298903230756,3,1.89443176713352,0.0290838615941479,0.0160190321119754,41,Hallmark,0.0872515847824437,0.0326568463667188,FALSE
