gene_name,n_ids,any_pc,any_lnc,gene_types,biotype
CRHR1,3,TRUE,FALSE,protein_coding,protein_coding
MAPK8IP1P1,3,FALSE,FALSE,processed_pseudogene,other
RP11-259G18.1,3,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-1070B7.3,1,FALSE,FALSE,processed_pseudogene,other
RP11-162O14.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-1070B7.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-995C19.2,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-1070B7.1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-619A10.2,1,FALSE,TRUE,sense_intronic,lncRNA
RP11-619A10.1,1,TRUE,FALSE,protein_coding,protein_coding
NSF,3,TRUE,FALSE,protein_coding,protein_coding
WNT3,3,TRUE,FALSE,protein_coding,protein_coding
MRPS36,2,TRUE,FALSE,protein_coding,protein_coding
CDK7,2,TRUE,FALSE,protein_coding,protein_coding
CFL1P5,2,FALSE,FALSE,processed_pseudogene,other
CCDC125,2,TRUE,FALSE,protein_coding,protein_coding
CHCHD2P2,2,FALSE,FALSE,processed_pseudogene,other
NDUFB9P1,2,FALSE,FALSE,processed_pseudogene,other
TAF9,2,TRUE,FALSE,protein_coding,protein_coding
AK6,2,TRUE,FALSE,protein_coding,protein_coding
RAD17,2,TRUE,FALSE,protein_coding,protein_coding
MARVELD2,2,TRUE,FALSE,protein_coding,protein_coding
RPS27P14,2,FALSE,FALSE,processed_pseudogene,other
RP11-241G9.3,2,FALSE,TRUE,antisense;processed_transcript,lncRNA
OCLN,2,TRUE,FALSE,protein_coding,protein_coding
AC142525.1,1,TRUE,FALSE,protein_coding,protein_coding
GTF2H2,3,TRUE,FALSE,protein_coding,protein_coding
RP11-1151M9.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1151M9.2,1,FALSE,FALSE,TEC,other
NAIP,3,TRUE,FALSE,protein_coding,protein_coding
RP11-1305N21.1,1,FALSE,FALSE,TEC,other
SMN2,3,TRUE,FALSE,protein_coding,protein_coding
SERF1B,3,TRUE,FALSE,protein_coding,protein_coding
RP11-846E15.4,1,FALSE,TRUE,lincRNA,lncRNA
RP11-846E15.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-974F13.1,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-846E15.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-846E15.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-124L9.5,1,FALSE,TRUE,lincRNA,lncRNA
RP11-124L9.2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-124L9.1,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-1264N5.1,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-1305N21.3,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-1275J23.2,1,FALSE,TRUE,lincRNA,lncRNA
GTF2H2C_2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-1275J23.3,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-1280N14.3,2,FALSE,FALSE,unprocessed_pseudogene,other
CDH12P4,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-124L9.6,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-136K7.3,3,FALSE,TRUE,lincRNA,lncRNA
PMCHL2,3,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
LINC02197,3,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
RP11-136K7.1,3,FALSE,TRUE,lincRNA,lncRNA
RP11-1174L13.2,2,FALSE,FALSE,processed_pseudogene,other
HMGN1P12,2,FALSE,FALSE,processed_pseudogene,other
BDP1,3,TRUE,FALSE,protein_coding,protein_coding
MCCC2,3,TRUE,FALSE,protein_coding,protein_coding
GEMIN2P1,2,FALSE,FALSE,processed_pseudogene,other
RP11-216N14.10,1,FALSE,FALSE,processed_pseudogene,other
RP11-216N14.8,2,FALSE,TRUE,antisense,lncRNA
RP11-216N14.9,2,FALSE,TRUE,antisense,lncRNA
AL513523.1,1,TRUE,FALSE,protein_coding,protein_coding
INTS3,2,TRUE,FALSE,protein_coding,protein_coding
SLC27A3,2,TRUE,FALSE,protein_coding,protein_coding
RP11-216N14.5,2,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
GATAD2B,2,TRUE,FALSE,protein_coding,protein_coding
RP11-216N14.7,2,FALSE,FALSE,processed_pseudogene,other
ABC13-48559800H2.2,1,FALSE,FALSE,unprocessed_pseudogene,other
ABC13-48559800H2.1,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-263K19.8,1,FALSE,FALSE,unprocessed_pseudogene,other
MTX1P1,2,FALSE,FALSE,unprocessed_pseudogene,other
GBA,2,TRUE,FALSE,protein_coding,protein_coding
FAM189B,2,TRUE,FALSE,protein_coding,protein_coding
SCAMP3,2,TRUE,FALSE,protein_coding,protein_coding
CLK2,2,TRUE,FALSE,protein_coding,protein_coding
HCN3,2,TRUE,FALSE,protein_coding,protein_coding
PKLR,2,TRUE,FALSE,protein_coding,protein_coding
ATP6V1G3,2,TRUE,FALSE,protein_coding,protein_coding
RP11-553K8.2,2,FALSE,TRUE,lincRNA,lncRNA
RP11-553K8.5,2,FALSE,TRUE,antisense,lncRNA
PEBP1P3,2,FALSE,FALSE,processed_pseudogene,other
PTPRC,2,TRUE,FALSE,protein_coding,protein_coding
CRIM1,2,TRUE,FALSE,protein_coding,protein_coding
RP11-490M8.1,2,FALSE,TRUE,lincRNA,lncRNA
AC009414.1,2,FALSE,FALSE,processed_pseudogene,other
NOSTRIN,2,TRUE,FALSE,protein_coding,protein_coding
G6PC2,2,TRUE,FALSE,protein_coding,protein_coding
SPC25,2,TRUE,FALSE,protein_coding,protein_coding
ABCB11,2,TRUE,FALSE,protein_coding,protein_coding
LINC02066,2,FALSE,TRUE,lincRNA,lncRNA
AADACL2-AS1,2,FALSE,TRUE,antisense,lncRNA
AADACL2,2,TRUE,FALSE,protein_coding,protein_coding
ASIC5,2,TRUE,FALSE,protein_coding,protein_coding
TDO2,2,TRUE,FALSE,protein_coding,protein_coding
CTSO,2,TRUE,FALSE,protein_coding,protein_coding
RP11-725M22.1,2,FALSE,TRUE,lincRNA,lncRNA
RNU6-164P,2,FALSE,FALSE,snRNA,other
RP11-96G10.1,2,FALSE,TRUE,lincRNA,lncRNA
LINC01194,2,FALSE,TRUE,lincRNA,lncRNA
RP1-232L24.1,1,FALSE,FALSE,processed_pseudogene,other
RP1-232L24.3,2,FALSE,TRUE,lincRNA,lncRNA
RP1-232L24.5,1,FALSE,FALSE,processed_pseudogene,other
RP1-232L24.4,2,FALSE,FALSE,processed_pseudogene,other
RP1-232L24.2,2,FALSE,FALSE,processed_pseudogene,other
AGK,2,TRUE,FALSE,protein_coding,protein_coding
RP5-894A10.2,2,FALSE,TRUE,antisense;processed_transcript,lncRNA
KIAA1147,2,TRUE,FALSE,protein_coding,protein_coding
WEE2,2,TRUE,FALSE,protein_coding,protein_coding
WEE2-AS1,2,FALSE,TRUE,antisense;processed_transcript,lncRNA
SSBP1,2,TRUE,FALSE,protein_coding,protein_coding
RPL4P5,2,FALSE,FALSE,processed_pseudogene,other
RP11-548B3.3,2,FALSE,TRUE,3prime_overlapping_ncRNA;unprocessed_pseudogene,lncRNA
RP11-470P21.2,2,FALSE,TRUE,antisense,lncRNA
APBA1,2,TRUE,FALSE,protein_coding,protein_coding
MAMDC2-AS1,2,FALSE,TRUE,antisense,lncRNA
MAMDC2,2,TRUE,FALSE,protein_coding,protein_coding
RP11-195E11.3,1,FALSE,TRUE,processed_transcript,lncRNA
RP11-1E11.1,2,FALSE,FALSE,processed_pseudogene,other
RP11-1E11.2,2,FALSE,FALSE,processed_pseudogene,other
ARMC4P1,2,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
RP11-748L13.2,2,FALSE,FALSE,unprocessed_pseudogene,other
FAM210CP,2,FALSE,FALSE,processed_pseudogene,other
TRIAP1P1,2,FALSE,FALSE,processed_pseudogene,other
PTCHD3,2,TRUE,FALSE,protein_coding,protein_coding
ANKRD30BP3,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-445N18.5,2,FALSE,TRUE,lincRNA,lncRNA
RNU6-1207P,2,FALSE,FALSE,snRNA,other
RP11-432I13.6,2,FALSE,FALSE,unprocessed_pseudogene,other
CUBNP2,2,FALSE,FALSE,unprocessed_pseudogene,other
OR6D1P,2,FALSE,FALSE,unitary_pseudogene,other
OR13A1,2,TRUE,FALSE,protein_coding,protein_coding
ALOX5,2,TRUE,FALSE,protein_coding,protein_coding
RP11-67C2.2,2,FALSE,TRUE,antisense,lncRNA
MARCH8,2,TRUE,FALSE,protein_coding,protein_coding
RP11-58A17.4,2,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
RP11-58A17.2,2,FALSE,FALSE,processed_pseudogene,other
RN7SKP65,2,FALSE,FALSE,misc_RNA,other
RP11-58A17.3,2,FALSE,FALSE,processed_pseudogene,other
ATP23,2,TRUE,FALSE,protein_coding,protein_coding
RP11-620J15.3,2,FALSE,TRUE,lincRNA;processed_transcript,lncRNA
RP4-809F18.2,1,FALSE,TRUE,lincRNA,lncRNA
RP4-809F18.1,2,TRUE,TRUE,lincRNA;protein_coding,protein_coding
RP5-944M2.1,2,FALSE,TRUE,lincRNA,lncRNA
RPS6P22,2,FALSE,FALSE,processed_pseudogene,other
RP11-557F20.2,2,FALSE,FALSE,processed_pseudogene,other
RP11-150C16.1,2,FALSE,TRUE,antisense,lncRNA
RP11-399D15.1,2,FALSE,FALSE,processed_pseudogene,other
SLC5A8,2,TRUE,FALSE,protein_coding,protein_coding
ANO4,2,TRUE,FALSE,protein_coding,protein_coding
AC091304.1,1,TRUE,FALSE,protein_coding,protein_coding
HERC2,3,TRUE,FALSE,protein_coding,protein_coding
RP11-536P16.2,3,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
RP11-483E23.7,3,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
RP11-536P16.3,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-536P16.4,3,FALSE,FALSE,unprocessed_pseudogene,other
GOLGA8F,3,TRUE,FALSE,protein_coding;transcribed_unprocessed_pseudogene,protein_coding
RP11-536P16.5,3,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
RP11-483E23.9,3,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
RP11-536P16.11,1,FALSE,FALSE,processed_pseudogene,other
RP11-483E23.12,1,FALSE,FALSE,processed_pseudogene,other
RP11-147B8.3,1,FALSE,FALSE,processed_pseudogene,other
RP11-147B8.1,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-147B8.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-483E23.10,2,FALSE,FALSE,unprocessed_pseudogene,other
ABCB10P4,3,FALSE,FALSE,processed_pseudogene,other
GOLGA8G,3,TRUE,FALSE,protein_coding,protein_coding
RP11-536P16.8,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-578F21.4,3,FALSE,FALSE,unprocessed_pseudogene,other
RP11-147B8.4,1,FALSE,FALSE,processed_pseudogene,other
HERC2P11,2,FALSE,FALSE,unprocessed_pseudogene,other
RP11-578F21.1,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
MEGF11,2,TRUE,FALSE,protein_coding,protein_coding
RP11-653J6.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-653J6.1,2,FALSE,TRUE,antisense,lncRNA
CES1P1,2,FALSE,FALSE,transcribed_unprocessed_pseudogene;unprocessed_pseudogene,other
CES1,2,TRUE,FALSE,protein_coding,protein_coding
CES5A,2,TRUE,FALSE,protein_coding,protein_coding
SNTB2,2,TRUE,FALSE,protein_coding,protein_coding
UTP4,2,TRUE,FALSE,protein_coding,protein_coding
RP11-1228E12.1,2,FALSE,TRUE,lincRNA,lncRNA
RP11-1228E12.2,2,FALSE,TRUE,lincRNA,lncRNA
SCGB1C2,2,TRUE,FALSE,protein_coding,protein_coding
DOC2B,2,TRUE,FALSE,protein_coding,protein_coding
LINC02091,2,FALSE,TRUE,lincRNA,lncRNA
RP11-1260E13.1,3,FALSE,TRUE,antisense,lncRNA
RP11-1260E13.4,3,FALSE,TRUE,processed_transcript,lncRNA
RP11-1260E13.3,3,FALSE,TRUE,antisense,lncRNA
RP11-1260E13.2,3,FALSE,TRUE,antisense,lncRNA
RPH3AL,3,TRUE,FALSE,protein_coding,protein_coding
KRT37,2,TRUE,FALSE,protein_coding,protein_coding
AC003958.1,1,FALSE,FALSE,unprocessed_pseudogene,other
AC003958.2,2,FALSE,TRUE,antisense,lncRNA
KRT31,2,TRUE,FALSE,protein_coding,protein_coding
AC004231.7,1,TRUE,FALSE,protein_coding,protein_coding
KRT34,2,TRUE,FALSE,protein_coding,protein_coding
KRT33B,2,TRUE,FALSE,protein_coding,protein_coding
KRT33A,2,TRUE,FALSE,protein_coding,protein_coding
AC003958.6,2,FALSE,FALSE,unprocessed_pseudogene,other
TBC1D3P7,2,FALSE,FALSE,unprocessed_pseudogene,other
KRTAP17-1,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP16-1,2,TRUE,FALSE,protein_coding,protein_coding
CTD-2378E21.1,2,FALSE,TRUE,lincRNA,lncRNA
RP11-285E9.5,2,FALSE,TRUE,lincRNA,lncRNA
RP11-285E9.6,2,FALSE,TRUE,lincRNA,lncRNA
SEPT9,2,TRUE,FALSE,protein_coding,protein_coding
RP11-1030E3.1,2,FALSE,TRUE,lincRNA,lncRNA
RP11-1030E3.2,2,FALSE,FALSE,processed_pseudogene,other
RNA5SP458,2,FALSE,FALSE,rRNA,other
SKA1,2,TRUE,FALSE,protein_coding,protein_coding
RP11-429H5.1,1,FALSE,FALSE,processed_pseudogene,other
MAPK4,2,TRUE,TRUE,processed_transcript;protein_coding,protein_coding
RP11-123I22.1,3,FALSE,TRUE,lincRNA,lncRNA
RP11-440L16.1,2,FALSE,FALSE,processed_pseudogene,other
CTD-2541J13.2,2,FALSE,TRUE,TEC;antisense,lncRNA
CTD-2541J13.1,2,FALSE,TRUE,lincRNA,lncRNA
CTD-2541J13.3,1,FALSE,TRUE,antisense,lncRNA
RP11-638L3.1,2,FALSE,TRUE,lincRNA,lncRNA
DSEL,2,TRUE,FALSE,protein_coding,protein_coding
LINC01896,3,FALSE,TRUE,lincRNA,lncRNA
SALL3,3,TRUE,FALSE,protein_coding,protein_coding
ATP9B,3,TRUE,FALSE,protein_coding,protein_coding
CTD-2542C24.14,2,FALSE,FALSE,unprocessed_pseudogene,other
CTD-2626G11.2,2,FALSE,TRUE,lincRNA,lncRNA
BNIP3P24,2,FALSE,FALSE,processed_pseudogene,other
ZNF66,2,TRUE,FALSE,protein_coding,protein_coding
CTD-2542C24.1,1,FALSE,TRUE,lincRNA,lncRNA
CTC-352P4.1,1,FALSE,FALSE,unprocessed_pseudogene,other
CTD-2542C24.3,2,FALSE,FALSE,TEC;unprocessed_pseudogene,other
ZNF85,2,TRUE,FALSE,protein_coding,protein_coding
KRT18P40,2,FALSE,FALSE,unprocessed_pseudogene,other
CTD-2542C24.8,2,FALSE,TRUE,lincRNA,lncRNA
ZNF430,2,TRUE,FALSE,protein_coding,protein_coding
LSM14A,2,TRUE,FALSE,protein_coding,protein_coding
CTD-2518G19.1,1,FALSE,FALSE,processed_pseudogene,other
KIAA0355,3,TRUE,FALSE,protein_coding,protein_coding
RP11-420K14.1,2,FALSE,FALSE,unprocessed_pseudogene,other
MTDHP4,2,FALSE,FALSE,processed_pseudogene,other
RP11-420K14.6,2,FALSE,FALSE,processed_pseudogene;transcribed_processed_pseudogene,other
VN1R84P,2,FALSE,FALSE,unprocessed_pseudogene,other
BRI3BPP1,2,FALSE,FALSE,processed_pseudogene;transcribed_processed_pseudogene,other
ZNF100,2,TRUE,FALSE,protein_coding,protein_coding
RP11-420K14.8,2,FALSE,TRUE,lincRNA,lncRNA
RP11-420K14.9,1,FALSE,FALSE,processed_pseudogene,other
ZNF43,2,TRUE,FALSE,protein_coding,protein_coding
BNIP3P31,2,FALSE,FALSE,processed_pseudogene,other
ZNF729,2,TRUE,FALSE,protein_coding,protein_coding
RP11-157B13.8,2,FALSE,TRUE,lincRNA,lncRNA
RP11-157B13.7,2,FALSE,TRUE,lincRNA,lncRNA
BNIP3P30,2,FALSE,FALSE,processed_pseudogene,other
ZNF676,2,TRUE,FALSE,protein_coding,protein_coding
VN1R85P,2,FALSE,FALSE,unprocessed_pseudogene,other
MTDHP5,2,FALSE,FALSE,processed_pseudogene,other
PCGF7P,2,FALSE,FALSE,processed_pseudogene,other
RP11-157B13.14,1,FALSE,FALSE,processed_pseudogene,other
ZNF92P2,2,FALSE,FALSE,processed_pseudogene,other
RP5-905G11.5,1,FALSE,TRUE,lincRNA,lncRNA
RP5-905G11.4,1,FALSE,TRUE,lincRNA,lncRNA
RP5-905G11.3,2,FALSE,TRUE,lincRNA,lncRNA
LINC00308,2,FALSE,TRUE,lincRNA,lncRNA
AP000705.8,2,FALSE,FALSE,processed_pseudogene,other
AP000705.6,2,FALSE,FALSE,processed_pseudogene,other
RNU4-45P,2,FALSE,FALSE,snRNA,other
AP000705.7,2,FALSE,TRUE,lincRNA,lncRNA
PAXBP1,2,TRUE,FALSE,protein_coding,protein_coding
AP000280.66,2,FALSE,FALSE,TEC,other
C21orf62-AS1,2,FALSE,TRUE,antisense,lncRNA
C21orf62,2,TRUE,FALSE,protein_coding,protein_coding
IFNGR2,2,TRUE,FALSE,protein_coding,protein_coding
TMEM50B,2,TRUE,FALSE,protein_coding,protein_coding
RPS5P3,2,FALSE,FALSE,processed_pseudogene,other
AP000302.58,2,FALSE,TRUE,antisense,lncRNA
DNAJC28,2,TRUE,FALSE,protein_coding,protein_coding
GART,2,TRUE,FALSE,protein_coding,protein_coding
NDUFA6,5,TRUE,FALSE,protein_coding,protein_coding
OLA1P1,7,FALSE,FALSE,processed_pseudogene,other
SMDT1,4,TRUE,FALSE,protein_coding,protein_coding
NDUFA6-AS1,4,FALSE,TRUE,processed_transcript,lncRNA
RP4-669P10.16,9,FALSE,TRUE,lincRNA,lncRNA
CYP2D7,4,FALSE,FALSE,polymorphic_pseudogene,other
CYP2D8P,8,FALSE,FALSE,unprocessed_pseudogene,other
TCF20,3,TRUE,FALSE,protein_coding,protein_coding
CTA-150C2.13,2,FALSE,TRUE,lincRNA,lncRNA
WI2-1043J20.1,1,FALSE,FALSE,unprocessed_pseudogene,other
APOBEC3A,2,TRUE,FALSE,protein_coding,protein_coding
APOBEC3B-AS1,2,FALSE,TRUE,antisense,lncRNA
KIF5C,2,TRUE,FALSE,protein_coding,protein_coding
DDX11L8,2,FALSE,FALSE,unprocessed_pseudogene,other
ABC7-42389800N19.1,2,FALSE,FALSE,unprocessed_pseudogene,other
FAM138D,2,FALSE,TRUE,lincRNA,lncRNA
AC026369.1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-598F7.3,2,FALSE,TRUE,antisense,lncRNA
RP11-598F7.4,2,FALSE,TRUE,antisense,lncRNA
RP11-598F7.5,2,FALSE,TRUE,antisense,lncRNA
RP11-598F7.6,2,FALSE,TRUE,antisense;lincRNA,lncRNA
IQSEC3,2,TRUE,FALSE,protein_coding,protein_coding
TAS2R7,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R8,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R9,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R10,3,TRUE,FALSE,protein_coding,protein_coding
RP11-144O23.8,3,FALSE,FALSE,processed_pseudogene,other
TAS2R12,3,FALSE,FALSE,processed_pseudogene;transcribed_processed_pseudogene,other
TAS2R13,3,TRUE,FALSE,protein_coding,protein_coding
PRH2,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R15P,3,FALSE,FALSE,processed_pseudogene,other
TAS2R50,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R20,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R19,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R31,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R63P,3,FALSE,FALSE,processed_pseudogene,other
TAS2R46,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R64P,3,FALSE,FALSE,transcribed_processed_pseudogene;unprocessed_pseudogene,other
TAS2R43,3,TRUE,FALSE,protein_coding,protein_coding
RP11-673D15.7,2,FALSE,FALSE,processed_pseudogene,other
RP11-673D15.9,1,FALSE,FALSE,unprocessed_pseudogene,other
TAS2R45,1,FALSE,FALSE,unprocessed_pseudogene,other
TAS2R30,3,TRUE,FALSE,protein_coding,protein_coding
TAS2R18,3,FALSE,FALSE,processed_pseudogene,other
RP11-785H5.2,3,FALSE,TRUE,sense_intronic,lncRNA
SMIM10L1,3,TRUE,TRUE,lincRNA;processed_pseudogene;protein_coding,protein_coding
TAS2R14,3,TRUE,FALSE,protein_coding,protein_coding
PRR4,3,TRUE,FALSE,protein_coding,protein_coding
SNORA18,10,FALSE,FALSE,snoRNA,other
RP11-42L13.2,2,FALSE,FALSE,processed_pseudogene;unprocessed_pseudogene,other
LINC02109,2,FALSE,TRUE,lincRNA,lncRNA
CTD-2118P12.2,1,FALSE,TRUE,lincRNA,lncRNA
VSTM1,10,TRUE,FALSE,protein_coding,protein_coding
TARM1,10,TRUE,FALSE,protein_coding,protein_coding
OSCAR,10,TRUE,FALSE,protein_coding,protein_coding
AC012314.2,1,TRUE,FALSE,protein_coding,protein_coding
TFPT,10,TRUE,FALSE,protein_coding,protein_coding
PRPF31,10,TRUE,FALSE,protein_coding,protein_coding
CNOT3,10,TRUE,FALSE,protein_coding,protein_coding
LENG1,10,TRUE,FALSE,protein_coding,protein_coding
TMC4,10,TRUE,FALSE,protein_coding,protein_coding
MBOAT7,10,TRUE,FALSE,protein_coding,protein_coding
TSEN34,10,TRUE,FALSE,protein_coding,protein_coding
LILRB3,4,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX105G6.12,1,FALSE,FALSE,processed_pseudogene,other
LILRA6,5,TRUE,FALSE,protein_coding,protein_coding
RPS9,10,TRUE,FALSE,protein_coding,protein_coding
LILRB5,5,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX105G6.11,1,FALSE,FALSE,processed_pseudogene,other
LILRB2,5,TRUE,FALSE,protein_coding,protein_coding
LILRA3,4,TRUE,FALSE,protein_coding,protein_coding
LILRA5,5,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX535A19.2,1,FALSE,TRUE,processed_transcript,lncRNA
TTYH1,4,TRUE,FALSE,protein_coding,protein_coding
LENG8,4,TRUE,FALSE,protein_coding,protein_coding
LENG9,4,TRUE,FALSE,protein_coding,protein_coding
CDC42EP5,4,TRUE,FALSE,protein_coding,protein_coding
LAIR2,4,TRUE,FALSE,protein_coding,protein_coding
KIR3DX1,4,TRUE,FALSE,protein_coding,protein_coding
LILRA2,4,TRUE,FALSE,protein_coding,protein_coding
LILRA1,4,TRUE,FALSE,protein_coding,protein_coding
LILRB1,5,TRUE,FALSE,protein_coding,protein_coding
XXbac-BCX360G3.2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
LILRB4,5,TRUE,FALSE,protein_coding,protein_coding
KIR2DL3,31,TRUE,FALSE,protein_coding,protein_coding
KIR2DP1,30,TRUE,FALSE,protein_coding;transcribed_processed_pseudogene;unprocessed_pseudogene,protein_coding
KIR2DL1,33,TRUE,FALSE,protein_coding,protein_coding
NCR1,16,TRUE,FALSE,protein_coding,protein_coding
NLRP7,10,TRUE,FALSE,protein_coding,protein_coding
NLRP2,10,TRUE,FALSE,protein_coding,protein_coding
GP6,10,TRUE,FALSE,protein_coding,protein_coding
RDH13,10,TRUE,FALSE,protein_coding,protein_coding
AC012314.5,1,TRUE,FALSE,protein_coding,protein_coding
LILRA4,4,TRUE,FALSE,protein_coding,protein_coding
LAIR1,5,TRUE,FALSE,protein_coding,protein_coding
FCAR,12,TRUE,FALSE,protein_coding,protein_coding
AC012314.6,1,TRUE,FALSE,protein_coding,protein_coding
KIR2DS4,29,TRUE,FALSE,polymorphic_pseudogene;protein_coding;unprocessed_pseudogene,protein_coding
AC012314.1,1,TRUE,FALSE,protein_coding,protein_coding
AC012314.9,1,TRUE,FALSE,protein_coding,protein_coding
AC012314.4,1,TRUE,FALSE,protein_coding,protein_coding
AC012314.3,1,TRUE,FALSE,protein_coding,protein_coding
XXbac-BPG111L9.8,1,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG111L9.11,1,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG638F6.3,1,FALSE,TRUE,processed_transcript,lncRNA
XXbac-BPG541D20.6,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
KIR3DL1,31,TRUE,FALSE,protein_coding,protein_coding
AC012314.7,1,TRUE,FALSE,protein_coding,protein_coding
XXbac-BPG637J10.3,1,FALSE,FALSE,processed_pseudogene,other
XXbac-BPG554J19.2,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-444K7.8,2,FALSE,FALSE,processed_pseudogene,other
OR8J2,2,FALSE,FALSE,polymorphic_pseudogene,other
OR5T2,2,TRUE,FALSE,protein_coding,protein_coding
OR5T3,2,TRUE,FALSE,protein_coding,protein_coding
OR5T1,2,TRUE,FALSE,protein_coding,protein_coding
OR8H1,2,TRUE,FALSE,protein_coding,protein_coding
OR8I1P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR8K3,2,FALSE,FALSE,polymorphic_pseudogene,other
FAM8A2P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR8K2P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR8K1,2,TRUE,FALSE,protein_coding,protein_coding
RPL5P29,2,FALSE,FALSE,processed_pseudogene,other
OR8J1,2,TRUE,FALSE,protein_coding,protein_coding
OR8U8,1,TRUE,FALSE,protein_coding,protein_coding
OR8U1,2,TRUE,FALSE,protein_coding,protein_coding
OR8L1P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR9G1,2,TRUE,FALSE,protein_coding,protein_coding
OR9G9,1,TRUE,FALSE,protein_coding,protein_coding
RP11-100N3.2,2,FALSE,FALSE,processed_pseudogene,other
OR9G3P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR9G4,2,TRUE,FALSE,protein_coding,protein_coding
OR9G2P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR5G1P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR5G4P,2,FALSE,FALSE,unprocessed_pseudogene,other
OR5G5P,2,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
OR5G3,2,FALSE,FALSE,polymorphic_pseudogene,other
AP000479.1,2,FALSE,TRUE,lincRNA,lncRNA
RP5-1110E20.1,2,FALSE,TRUE,antisense,lncRNA
KRT12,2,TRUE,FALSE,protein_coding,protein_coding
KRT20,2,TRUE,FALSE,protein_coding,protein_coding
KRT23,2,TRUE,FALSE,protein_coding,protein_coding
KRT39,2,TRUE,FALSE,protein_coding,protein_coding
AC004231.2,2,FALSE,TRUE,antisense,lncRNA
KRT40,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP3-3,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP3-2,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP3-4P,2,FALSE,FALSE,unprocessed_pseudogene,other
KRTAP3-1,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP1-5,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP1-4,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP1-3,2,TRUE,FALSE,protein_coding,protein_coding
KRTAP1-1,2,TRUE,FALSE,protein_coding,protein_coding
