lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
CTB-49A3.2,0.914720358291076,up_in_PP,3.68542598411228e-11,0.0,3,A_high,-0.0782822770613534,0.307234585325924,3.0,-0.231,0.193,-0.186,0.181,7.0,1.0,3.0,1.0,False
XXbac-BPG299F13.17,-0.903900316940268,down_in_PP,8.057322237662281e-31,0.0,3,A_high,-0.253695632654602,0.0001392483064432,3.0,-0.349,-0.333,0.257,-0.244,7.0,5.0,4.0,5.0,False
RP11-334C17.5,0.897255853001517,up_in_PP,4.13411018703538e-45,6.62506439311351,4,A_high,0.118137965941127,0.102236558390244,4.0,-0.351,0.289,0.748,0.28,4.0,3.0,6.0,5.0,False
HMMR-AS1,0.884028505269363,up_in_PP,6.21956138251222e-09,10.4147125099154,3,A_high,0.130707940978657,0.298397292092387,3.0,0.395,0.384,-0.349,0.397,4.0,2.0,2.0,5.0,False
CTB-186H2.3,-0.88157360095297,down_in_PP,1.1155144038359898e-11,32.8077244455337,3,A_high,-0.169772224878939,0.0152749013798833,3.0,0.265,-0.172,0.176,0.144,3.0,3.0,2.0,1.0,False
AC002066.1,-0.87169937393229,down_in_PP,2.45400413042845e-15,0.0,3,A_high,-0.132689436706175,0.107300461706086,3.0,-0.335,-0.214,-0.215,-0.19,3.0,2.0,2.0,2.0,False
CYP4F26P,-0.864703877317495,down_in_PP,5.35953903251609e-09,17.2000619562577,3,A_high,-0.155740006139461,0.0372802209144952,3.0,-0.176,,-0.278,-0.157,4.0,,5.0,2.0,False
RP11-20B24.4,0.859310686571802,up_in_PP,2.47105989386354e-30,41.7661376631219,4,A_high,0.341980521165726,6.10636740032652e-08,4.0,0.405,0.195,0.342,0.363,6.0,2.0,8.0,6.0,False
RP11-482H16.1,-0.855701035510339,down_in_PP,5.2685992946336905e-31,0.0,3,A_high,-0.333152908756466,1.96247451221544e-07,3.0,-0.402,-0.373,0.456,-0.414,6.0,3.0,9.0,5.0,False
SRP14-AS1,-0.849977865046941,down_in_PP,4.3747597353757004e-10,46.4963438547109,4,A_high,-0.206150117863768,0.0023138243016185,4.0,0.232,-0.14,0.282,,4.0,1.0,5.0,,False
RP11-284F21.7,-0.840348239694279,down_in_PP,9.0051946105555e-08,0.0,3,A_high,0.0235789054034474,0.798897209490459,3.0,0.459,,-0.372,-0.198,7.0,,5.0,1.0,False
RP11-760H22.2,-0.839615423759925,down_in_PP,2.65786292715736e-29,0.0,3,A_high,-0.181507404209704,0.0089105997091523,3.0,-0.497,-0.224,0.53,-0.184,6.0,2.0,8.0,3.0,False
ZMIZ1-AS1,-0.836449543581653,down_in_PP,9.65143343902839e-24,0.0,3,A_high,-0.37041161925314,3.81876055383875e-09,3.0,-0.365,-0.347,-0.37,0.341,7.0,3.0,5.0,6.0,False
RP11-166P13.4,-0.83587660149375,down_in_PP,6.45858920630926e-12,0.0,3,A_high,-0.0980078301491919,0.189480576077223,3.0,-0.34,-0.229,0.172,,7.0,3.0,3.0,,False
RP11-477N3.1,-0.834618297659136,down_in_PP,1.97485727939662e-13,0.0,3,A_high,-0.146046970691239,0.0403654169220004,3.0,-0.258,-0.203,-0.249,-0.224,5.0,1.0,6.0,4.0,False
BOLA3-AS1,-0.82302422928955,down_in_PP,6.072755000840429e-30,0.0,4,A_high,-0.204160320330814,0.0025827944839337,4.0,-0.258,-0.295,-0.243,-0.236,6.0,5.0,2.0,5.0,False
RP11-276H19.2,-0.813740444811295,down_in_PP,3.05300521948354e-05,28.8904938626555,3,A_high,-0.253580739236661,0.0001403854584915,3.0,-0.23,-0.214,-0.254,-0.23,3.0,2.0,3.0,5.0,False
RP11-384P7.7,-0.809852911299478,down_in_PP,2.82977853199676e-05,12.6632946719769,3,A_high,-0.1772336852158,0.0259347241631192,3.0,-0.408,-0.181,0.382,-0.215,6.0,1.0,5.0,2.0,False
MGC32805,-0.801363296972052,down_in_PP,6.27471994720662e-07,40.2386504227199,3,A_high,-0.127582687412489,0.077889735962479,3.0,-0.266,-0.218,-0.169,-0.182,4.0,4.0,2.0,5.0,False
AP001468.58,-0.800239348993738,down_in_PP,4.01134962451217e-26,0.0,3,A_high,-0.319591201100636,2.68961967055384e-06,3.0,-0.26,-0.193,-0.32,-0.218,4.0,2.0,4.0,4.0,False
RP11-428F8.2,0.793212801750572,up_in_PP,3.79852297480353e-24,0.0,3,A_high,0.0906231971696664,0.229555559437256,3.0,-0.436,0.272,0.398,,3.0,3.0,5.0,,False
COLCA1,-0.79079004523171,down_in_PP,3.3711415578463996e-12,0.0,3,A_high,-0.0628776348869249,0.424770626005237,3.0,-0.388,-0.222,0.225,,5.0,3.0,3.0,,False
RP11-490M8.1,-0.788885585378637,down_in_PP,2.80614029734194e-13,44.5332895655148,4,A_high,-0.268599851145999,4.03967799900268e-05,4.0,-0.231,-0.298,-0.269,0.353,3.0,4.0,6.0,1.0,False
RP11-57H14.2,-0.77847887640223,down_in_PP,3.58008293242285e-08,47.4505371555986,4,A_high,-0.0078327564259545,0.931531737070117,4.0,-0.347,-0.272,0.276,,6.0,4.0,3.0,,False
EPB41L4A-AS2,0.772684654901228,up_in_PP,9.3056161785999e-24,15.3576266385512,3,A_high,0.339435300778399,1.05530875055534e-07,3.0,0.553,0.248,-0.404,0.242,6.0,3.0,6.0,3.0,False
HOXC13-AS,0.764131794943739,up_in_PP,1.9827943077469e-15,36.3947955107085,4,A_high,0.270185179886634,3.58450012399518e-05,4.0,0.514,0.326,-0.429,0.34,6.0,5.0,6.0,5.0,False
RP11-545E17.3,0.763525000123733,up_in_PP,6.12064747067453e-10,30.7855277852668,4,A_high,0.0226007648286506,0.794802378853234,4.0,0.186,,-0.152,0.19,1.0,,1.0,2.0,False
LINC01235,-0.761723008183791,down_in_PP,9.75745333765152e-08,0.0,4,A_high,-0.132629872473495,0.0628874593608405,4.0,-0.321,-0.211,0.339,,4.0,3.0,3.0,,False
JMJD1C-AS1,-0.758507152081164,down_in_PP,8.18330076133978e-06,0.0,3,A_high,0.133604943428896,0.286400610316939,3.0,-0.412,-0.304,0.371,,4.0,1.0,3.0,,False
GLTSCR2-AS1,-0.757884973536717,down_in_PP,8.49425229359191e-12,49.7040942932431,3,A_high,-0.191907289959478,0.0084630922980437,3.0,0.169,-0.231,-0.368,-0.235,2.0,2.0,3.0,4.0,False
ELF3-AS1,0.746973809816118,up_in_PP,2.39803722701788e-16,0.0,3,A_high,0.151062839770781,0.0332731381993101,3.0,-0.187,0.246,0.242,0.193,3.0,1.0,4.0,2.0,False
RP11-388P9.3,-0.731952364865853,down_in_PP,8.36186678610586e-14,0.0,3,A_high,0.0462165055982361,0.572596498274675,3.0,-0.328,,0.236,,3.0,,3.0,,False
RP11-1094H24.4,-0.726423751741927,down_in_PP,6.12247814779608e-05,23.5059866251105,3,A_high,-0.228108240312702,0.0013859467314307,3.0,-0.339,-0.284,-0.345,-0.225,3.0,2.0,4.0,5.0,False
LMCD1-AS1,-0.722101347353927,down_in_PP,3.09930921593113e-11,0.0,4,A_high,-0.229038389271544,0.0006089516507345,4.0,-0.343,-0.25,-0.229,-0.29,6.0,4.0,3.0,4.0,False
CTC-559E9.4,-0.720091133024628,down_in_PP,5.76727483117435e-14,33.5433682735647,4,A_high,-0.0623470171129253,0.424373064571963,4.0,-0.194,,,,1.0,,,,False
RP11-159N11.4,-0.718686625302986,down_in_PP,9.96137333860025e-16,0.0,4,A_high,-0.30738609609351,1.70224159879743e-06,4.0,-0.306,-0.263,-0.307,-0.257,5.0,4.0,6.0,4.0,False
CTD-2383M3.1,-0.717779967015535,down_in_PP,4.96600744199466e-15,0.0,3,A_high,-0.240380601840881,0.0003376438849591,3.0,-0.351,-0.243,-0.342,-0.25,8.0,3.0,5.0,6.0,False
RP11-661A12.9,0.712620566064693,up_in_PP,4.29043543010877e-24,0.0,4,A_high,0.341429745176065,6.45968306421657e-08,4.0,0.731,0.31,-0.508,0.354,7.0,3.0,7.0,5.0,False
CTC-429P9.2,-0.694980840565348,down_in_PP,2.6716947050142902e-21,0.0,4,A_high,-0.180483556908361,0.0086637164745743,4.0,-0.337,-0.288,0.211,-0.256,5.0,4.0,6.0,5.0,False
LINC00271,-0.689646098845236,down_in_PP,0.0001038261118105,44.648292372825,3,A_high,-0.0401854712886574,0.629113295953253,3.0,-0.247,-0.144,-0.212,,2.0,1.0,2.0,,False
RP11-624L4.1,-0.689466815725726,down_in_PP,7.71675985644695e-07,24.1346225559913,4,A_high,-0.17241770885198,0.0126553677773224,4.0,-0.332,-0.201,0.174,-0.227,5.0,3.0,5.0,2.0,False
CTA-276F8.1,-0.68571453453246,down_in_PP,6.17215084047647e-07,24.3022547793954,4,A_high,-0.118582327606454,0.100808058386897,4.0,-0.466,-0.19,0.372,-0.224,4.0,3.0,5.0,4.0,False
CTB-60B18.18,-0.684279952814532,down_in_PP,0.0002125456302658,12.0647278201331,3,A_high,-0.330206284495535,1.09020781284116e-06,3.0,-0.29,-0.178,0.41,-0.218,4.0,2.0,7.0,4.0,False
AC009228.1,0.68224338501889,up_in_PP,1.14045965607967e-37,0.0,4,A_high,0.308854043992256,1.48999336604727e-06,4.0,-0.244,0.252,0.309,0.216,4.0,4.0,4.0,3.0,False
CH507-338C24.1,-0.682006082613665,down_in_PP,2.06974838260715e-06,0.0,4,A_high,-0.110579183980504,0.128711769844653,4.0,-0.163,,,,2.0,,,,False
RP11-411K7.1,0.680602424547567,up_in_PP,4.24629671415454e-25,18.2656851292697,4,A_high,0.12382394847453,0.0849651334359978,4.0,0.451,0.372,0.233,0.164,9.0,4.0,4.0,1.0,False
RP11-6E9.4,-0.67734590568595,down_in_PP,3.0925797334614397e-18,0.0,4,A_high,-0.0534298482691168,0.502210538057921,4.0,-0.358,-0.201,0.452,0.206,7.0,2.0,6.0,3.0,False
RP11-295H24.4,-0.674531179736395,down_in_PP,1.82496979142259e-06,47.1655802222283,3,A_high,-0.17905952687119,0.0100201993657575,3.0,-0.359,-0.19,0.393,-0.229,6.0,2.0,5.0,3.0,False
RP11-787I22.3,-0.666092300380355,down_in_PP,4.63810805350481e-17,45.1872064344748,4,A_high,-0.157677727284079,0.0241093616581769,4.0,0.281,-0.236,0.316,0.221,4.0,3.0,7.0,4.0,False
RP1-239B22.5,-0.662078363595954,down_in_PP,1.29223376288456e-14,0.0,4,A_high,-0.0735756418852465,0.335878474972277,4.0,-0.187,,-0.139,,3.0,,1.0,,False
CELF2-AS1,-0.660208765579696,down_in_PP,0.0003205449931904,33.558540359501,3,A_high,0.163114527066307,0.0203881436815487,3.0,-0.36,-0.238,0.37,-0.164,9.0,1.0,6.0,1.0,False
RP11-597D13.8,-0.659431687048236,down_in_PP,1.17475162778295e-06,0.0,3,A_high,-0.218703112680666,0.0047539164293464,3.0,-0.355,-0.331,-0.341,-0.259,3.0,2.0,5.0,5.0,False
WISP1-OT1,-0.658671341932913,down_in_PP,1.13052118560516e-05,14.0804041852031,3,A_high,0.0191978495379666,0.829074056975415,3.0,-0.343,,0.466,,4.0,,5.0,,False
RP11-360L9.4,0.65744157070163,up_in_PP,1.8099160006672e-08,0.0,3,A_high,0.130352650563526,0.0877482783944456,3.0,-0.223,,,0.194,1.0,,,2.0,False
CTC-429P9.5,-0.657163039378561,down_in_PP,3.86290815517007e-14,30.8593232992637,4,A_high,-0.242147470642622,0.0002610693254863,4.0,-0.423,-0.342,-0.281,-0.288,4.0,4.0,5.0,6.0,False
RP11-78I14.1,-0.654605410989184,down_in_PP,2.3267718136246502e-31,0.0,4,A_high,0.245128919094893,0.0002141490454298,4.0,-0.406,-0.255,-0.267,0.173,5.0,2.0,5.0,1.0,False
CTA-363E19.2,-0.64476345079202,down_in_PP,1.72135281737774e-10,0.0,3,A_high,-0.134409504908957,0.0616629102936907,3.0,-0.505,-0.218,0.43,-0.251,6.0,3.0,5.0,5.0,False
RP11-119K6.6,0.644118157806351,up_in_PP,2.03470455408237e-08,34.6978117751837,4,A_high,-0.075898501163681,0.319029236047047,4.0,-0.31,,-0.167,-0.201,3.0,,2.0,1.0,False
TGFB2-OT1,-0.643058242648454,down_in_PP,5.3978082734552e-09,31.6584546381622,4,A_high,-0.295951963160696,4.59075598534173e-06,4.0,-0.635,-0.316,0.561,-0.392,6.0,3.0,7.0,4.0,False
LA16c-366D1.3,0.641394905881018,up_in_PP,2.3527715511801898e-11,49.1616312569635,4,A_high,0.387244255082016,3.54512806634239e-10,4.0,0.569,0.27,-0.415,0.326,6.0,3.0,6.0,5.0,False
RP11-53I6.2,-0.633811593180215,down_in_PP,9.97182845527106e-14,47.4617646324435,4,A_high,0.181208727862437,0.0083693929014758,4.0,0.176,,0.248,,3.0,,3.0,,False
RP11-927P21.1,-0.632675330392451,down_in_PP,1.09103178550714e-08,0.0,4,A_high,-0.258160222995605,8.68487024642533e-05,4.0,-0.403,-0.155,0.286,-0.226,4.0,2.0,3.0,4.0,False
RP11-496I9.1,-0.631990640374727,down_in_PP,4.2373807325541703e-10,0.0,4,A_high,-0.298101414492835,3.81382731563877e-06,4.0,-0.369,-0.232,0.649,0.281,5.0,3.0,10.0,3.0,False
RRM1-AS1,0.61621579321725,up_in_PP,9.60008082674332e-21,35.855160720609,4,A_high,-0.0423381819275283,0.605256135080398,4.0,0.463,0.197,-0.48,-0.245,6.0,3.0,8.0,4.0,False
AC000032.2,-0.614749594334826,down_in_PP,0.0011524694190494,0.0,4,A_high,-0.07432368605158,0.330457920334765,4.0,-0.153,,-0.197,,2.0,,5.0,,False
AC068831.16,0.613733175457572,up_in_PP,1.1474056677703e-06,37.5253720105813,4,A_high,-0.177292432195717,0.0100944084881518,4.0,0.449,0.194,0.289,,5.0,1.0,6.0,,False
RP11-514P8.10,-0.609538497985494,down_in_PP,3.0702408333634804e-17,0.0,3,A_high,-0.196561414068386,0.0042470265642496,3.0,-0.345,,0.323,-0.173,6.0,,4.0,2.0,False
SSBP3-AS1,-0.605920498504083,down_in_PP,9.78580191053492e-06,31.4255154672851,3,A_high,-0.153821938313529,0.029805945193989,3.0,-0.306,-0.261,-0.241,-0.145,7.0,3.0,4.0,2.0,False
TMEM254-AS1,-0.600661118082542,down_in_PP,4.01960822963898e-24,0.636880638507033,4,A_high,-0.314917900466868,8.55000391083732e-07,4.0,-0.276,-0.314,-0.315,0.233,4.0,3.0,7.0,4.0,False
RP11-350N15.6,-0.599501667780322,down_in_PP,5.40580782133018e-06,0.0,3,A_high,-0.290235026156338,9.86260375784532e-05,3.0,-0.402,-0.298,0.327,-0.252,5.0,2.0,3.0,4.0,False
RP11-211G3.3,-0.598910941897043,down_in_PP,1.3358892284038699e-36,0.0,4,A_high,0.185557067339801,0.0067777616121016,4.0,-0.212,,0.286,0.213,2.0,,2.0,1.0,False
RP3-400B16.4,-0.59648510836467,down_in_PP,7.96057281418475e-06,30.5243210424746,3,A_high,0.0438847216098625,0.641824465563383,3.0,0.405,,-0.464,,8.0,,6.0,,False
RP11-696N14.1,0.595539251614831,up_in_PP,2.45702477791052e-13,0.0,4,A_high,-0.257667364093121,9.00067919980511e-05,4.0,-0.405,,-0.258,-0.168,6.0,,5.0,2.0,False
RP11-254F7.3,-0.594291336837534,down_in_PP,2.79004245920297e-30,0.0,4,A_high,-0.0117373570433605,0.89688801479986,4.0,0.23,-0.208,0.417,-0.22,4.0,2.0,4.0,5.0,False
RP11-6O2.3,-0.591970286795061,down_in_PP,8.87967826485385e-06,40.8497466711604,4,A_high,-0.119832433731113,0.0968167292206826,4.0,-0.343,-0.214,0.17,,5.0,2.0,2.0,,False
RP11-701H16.4,-0.591072722661715,down_in_PP,6.742970800003699e-14,0.0,3,A_high,0.0959910719777688,0.199879381214929,3.0,-0.463,-0.237,0.276,-0.145,8.0,4.0,5.0,1.0,False
AC097467.2,-0.589249294390872,down_in_PP,0.0018787359625631,30.4318770616629,3,A_high,0.0015300529675278,0.98850327422253,3.0,-0.446,,0.446,-0.163,6.0,,4.0,1.0,False
RP1-69D17.3,-0.58428331914329,down_in_PP,4.3748401617231195e-12,0.0,3,A_high,-0.0290515194097194,0.735462559767508,3.0,0.396,-0.193,0.531,-0.196,5.0,2.0,5.0,4.0,False
NR2F1-AS1,-0.584123036555553,down_in_PP,8.60418076899279e-06,24.6382048932343,3,A_high,-0.0256893145793009,0.767288367252123,3.0,-0.32,-0.246,0.374,-0.178,6.0,4.0,1.0,2.0,False
CTD-2284J15.1,-0.579815953141248,down_in_PP,7.56188544817495e-05,36.5663275630137,3,A_high,-0.221571696589917,0.0010766324582265,3.0,-0.345,-0.22,0.314,-0.26,3.0,3.0,3.0,5.0,False
CTD-3060P21.1,-0.579056338792677,down_in_PP,9.68487245323525e-07,0.0,3,A_high,-0.119750199021403,0.150997819273005,3.0,-0.371,-0.238,-0.335,,7.0,2.0,4.0,,False
CTD-2517M22.17,0.577938304554559,up_in_PP,2.4576242145368598e-11,0.0,3,A_high,0.0337799559750396,0.706497345309539,3.0,-0.423,,0.576,0.167,4.0,,7.0,1.0,False
CTD-2349P21.11,0.577184400206807,up_in_PP,4.18103202981818e-06,0.0,3,A_high,0.0728623187104567,0.590686948159606,3.0,,,0.391,,,,1.0,,False
RP11-178L8.8,-0.57235182973156,down_in_PP,4.09585759006663e-05,45.4404332281585,3,A_high,-0.0732390197387243,0.370433466477804,3.0,-0.504,,-0.492,-0.163,7.0,,7.0,1.0,False
RP11-285F7.2,-0.569508628185343,down_in_PP,4.00118941844253e-06,43.972899017384,4,A_high,-0.30270282677961,2.56525727602934e-06,4.0,-0.347,-0.298,-0.303,,4.0,4.0,5.0,,False
AC017074.2,0.566894821783842,up_in_PP,3.96949446065544e-05,42.6699934766224,4,A_high,0.0143309438046912,0.873123423499708,4.0,,,,,,,,,False
RP11-250B2.6,-0.566207911231771,down_in_PP,0.0007477169518641,39.7221444389996,4,A_high,-0.147285230410378,0.0366134924659741,4.0,-0.338,-0.257,0.288,-0.246,4.0,3.0,8.0,5.0,False
AGAP2-AS1,0.564622961999134,up_in_PP,2.11877026483386e-13,42.3732542342682,4,A_high,0.339357725112338,7.97054799885201e-08,4.0,0.799,0.281,-0.59,0.324,8.0,3.0,8.0,5.0,False
XXbac-B461K10.4,-0.564106216075699,down_in_PP,1.1049842686532501e-17,35.8427726890677,4,A_high,-0.226895903798288,0.0006950053212704,4.0,-0.523,-0.276,0.667,-0.242,11.0,5.0,8.0,4.0,False
CTA-228A9.4,-0.561883076763429,down_in_PP,8.03106209205432e-21,0.0,4,A_high,-0.0954290231304565,0.19834475462231,4.0,-0.432,-0.198,0.634,0.298,9.0,1.0,7.0,1.0,False
RP5-1009E24.9,0.552666465355791,up_in_PP,4.1252291680507803e-10,23.908489923235,4,A_high,0.272461873457062,3.01691439204229e-05,4.0,0.414,0.217,-0.38,0.274,7.0,3.0,7.0,4.0,False
AP003068.23,0.551583713252675,up_in_PP,3.3813133247401003e-10,0.0,4,A_high,0.0869287182083493,0.246789072130237,4.0,,,,,,,,,False
RP11-798G7.8,-0.550902951337549,down_in_PP,0.0040673510031271,28.1132114585443,3,A_high,-0.155438738711508,0.0279569443900884,3.0,-0.361,-0.192,0.274,-0.186,4.0,2.0,3.0,4.0,False
LINC00639,-0.544760586782357,down_in_PP,0.0008999201507984,30.9584218880223,3,A_high,-0.103202243855114,0.164188950226674,3.0,-0.341,-0.263,0.218,,7.0,4.0,1.0,,False
CTD-3110H11.1,-0.541947078648842,down_in_PP,0.0065712841967723,43.0154190300675,3,A_high,-0.174761471557371,0.0122184885918377,3.0,-0.264,,0.184,,4.0,,4.0,,False
RP11-342M3.5,-0.540096912326973,down_in_PP,5.937367752778041e-15,0.0,3,A_high,-0.0412626216812915,0.618738253894748,3.0,-0.428,-0.225,-0.386,0.224,9.0,4.0,5.0,1.0,False
KIZ-AS1,-0.539479971751904,down_in_PP,1.49488262205635e-05,46.6259319483226,3,A_high,-0.288067379941424,1.08095756844773e-05,3.0,-0.416,-0.335,0.425,-0.251,5.0,3.0,5.0,3.0,False
RP11-734K23.9,-0.532376091181181,down_in_PP,1.22599148949215e-05,0.0,4,A_high,-0.218088843326587,0.0011754859887233,4.0,-0.512,-0.232,-0.218,-0.221,4.0,2.0,5.0,4.0,False
SEMA6A-AS1,-0.528940096514328,down_in_PP,4.97890592642934e-06,39.767227395203,4,A_high,-0.140605493958428,0.0471948096131526,4.0,-0.311,-0.332,0.302,-0.237,7.0,5.0,5.0,5.0,False
RP11-456H18.2,-0.524792050970676,down_in_PP,0.0160026530006908,37.9612960851666,3,A_high,-0.26717821679407,0.0191473733752091,3.0,-0.326,-0.319,-0.27,-0.32,2.0,2.0,2.0,3.0,False
KLHL7-AS1,-0.524496606560115,down_in_PP,0.0067017024339449,14.0095277647554,4,A_high,-0.110994078930156,0.127191364956878,4.0,-0.179,-0.149,-0.183,,2.0,1.0,1.0,,False
SNHG25,0.520795698432594,up_in_PP,2.5447216334229e-05,0.0,3,A_high,0.0987944896030174,0.210936471198742,3.0,0.422,0.168,-0.401,0.191,4.0,1.0,5.0,1.0,False
CTB-39G8.3,0.520605091754176,up_in_PP,3.68619905705165e-10,17.4200627673114,4,A_high,0.136779566401712,0.0542990618247117,4.0,-0.225,0.164,0.609,0.182,4.0,1.0,6.0,2.0,False
AC114730.7,-0.519838740623562,down_in_PP,0.0010606367700654,0.0,3,A_high,-0.214416714017571,0.0028618761620427,3.0,-0.367,-0.161,0.682,,4.0,1.0,7.0,,False
RP11-554A11.5,-0.5175914534746,down_in_PP,0.0008827921404667,46.0473054681223,3,A_high,-0.0225689205871624,0.797391310585336,3.0,-0.411,-0.256,0.273,0.275,9.0,4.0,6.0,2.0,False
LGALS8-AS1,0.517200184084284,up_in_PP,1.52810697567476e-24,0.0,4,A_high,0.0875810428607874,0.242775885234464,4.0,0.196,0.22,0.191,,3.0,3.0,1.0,,False
AC037445.1,-0.516694271771951,down_in_PP,7.85677032431658e-05,35.6870141796783,3,A_high,0.0128937832593166,0.932312169593509,3.0,,,-0.323,,,,1.0,,False
RP11-390P24.1,-0.513811047601196,down_in_PP,3.19182800756546e-06,29.2389685190885,4,A_high,-0.329533032210629,2.12199099565642e-07,4.0,-0.27,-0.157,-0.33,-0.185,6.0,1.0,6.0,2.0,False
BX322557.10,-0.512260942690498,down_in_PP,4.33434285617866e-14,0.0,4,A_high,-0.151017454293459,0.0315683704722149,4.0,-0.38,-0.164,0.177,-0.264,2.0,4.0,4.0,5.0,False
AC096579.15,0.510648541549864,up_in_PP,0.0216081930401955,0.0,3,A_high,0.174126996452071,0.0182936088920594,3.0,0.197,0.174,0.195,0.212,3.0,2.0,4.0,1.0,False
RP5-857K21.4,0.505378182278552,up_in_PP,5.57443008728853e-07,26.9837888075164,4,A_high,0.34045687915277,7.13272022847846e-08,4.0,0.276,0.307,0.34,0.262,6.0,3.0,7.0,5.0,False
AC159540.2,-0.504302284939235,down_in_PP,0.0030068869050521,13.386910978512,3,A_high,-0.172385331576036,0.0196348864684133,3.0,-0.462,-0.182,0.233,-0.164,3.0,1.0,3.0,1.0,False
SNHG1,0.503375009062107,up_in_PP,2.32259875613079e-08,44.0313914379684,4,A_high,-0.225324297970771,0.0007648356659387,4.0,-0.37,,-0.28,-0.168,7.0,,4.0,1.0,False
CTD-2651B20.1,0.502187840957842,up_in_PP,0.0001320920910851,36.1873751168455,4,A_high,-0.0319889274949483,0.704833032198375,4.0,-0.245,,0.504,,2.0,,4.0,,False
RP4-758J18.13,0.501750976854987,up_in_PP,6.13166351868447e-08,33.655736658029,4,A_high,-0.0742927808809379,0.330659107662474,4.0,-0.167,,0.342,,1.0,,3.0,,False
CTC-467M3.1,-0.501422302687276,down_in_PP,8.08039986892463e-12,0.0,3,A_high,0.0620398996053521,0.431478987599809,3.0,0.45,-0.194,0.259,0.232,5.0,3.0,4.0,1.0,False
RP11-74J13.8,-0.497543653871331,down_in_PP,2.41292445571439e-08,35.7795029770602,4,A_high,-0.257771817182723,8.93385360658247e-05,4.0,-0.26,-0.294,-0.258,-0.314,2.0,3.0,3.0,5.0,False
AC012074.2,-0.496464750087978,down_in_PP,1.28604897557933e-06,0.0,3,A_high,-0.213001738766455,0.0017553564326128,3.0,-0.279,-0.239,-0.213,,3.0,2.0,2.0,,False
CTD-2553L13.10,-0.494558550012759,down_in_PP,3.06763761757737e-07,11.3092730972058,3,A_high,0.0831126599703454,0.274917859330439,3.0,0.291,0.177,-0.332,0.178,5.0,1.0,4.0,2.0,False
RP11-389C8.2,0.493599951029268,up_in_PP,7.57735817022812e-13,0.0,3,A_high,-0.0199015876322243,0.822480699925645,3.0,0.476,,0.403,-0.147,5.0,,6.0,1.0,False
NKILA,-0.492471425899936,down_in_PP,0.0003249752157801,0.0,3,A_high,-0.0387012365476501,0.685462239031219,3.0,-0.282,-0.242,0.177,,2.0,2.0,1.0,,False
RP11-1228E12.1,0.491774715616508,up_in_PP,2.02368165612017e-06,0.0,4,A_high,-0.0040191912813017,0.965017779150222,4.0,-0.188,,0.429,,3.0,,5.0,,False
ZNF793-AS1,-0.48795956636858,down_in_PP,2.78924802388778e-08,0.0,4,A_high,-0.217931053792354,0.0011865803291662,4.0,0.239,-0.179,-0.218,-0.183,2.0,1.0,4.0,1.0,False
BISPR,0.487412308214543,up_in_PP,1.22154520911629e-08,0.0,3,A_high,-0.0747826280049877,0.332005684904634,3.0,0.309,,0.254,-0.212,6.0,,3.0,1.0,False
RP11-485M7.3,0.48472932129247,up_in_PP,0.009763870640981,43.9855172237407,3,A_high,-0.0966789876621294,0.196325502451987,3.0,0.343,0.33,-0.228,0.289,4.0,3.0,3.0,2.0,False
RP11-535A19.2,-0.484403901635551,down_in_PP,1.61837961760749e-13,0.0,4,A_high,0.0897520809016016,0.229808444536613,4.0,0.266,0.149,-0.207,0.309,5.0,1.0,3.0,2.0,False
RP11-33N14.3,0.480600291594557,up_in_PP,4.8604753374694396e-12,23.9515493384896,4,A_high,0.146827940640498,0.0372487199537129,4.0,0.17,0.24,0.147,0.164,2.0,1.0,1.0,2.0,False
RP11-342K6.2,-0.478506814297196,down_in_PP,1.1741370383910399e-11,37.7008941866527,4,A_high,-0.133382889632581,0.0612589053350167,4.0,-0.33,,0.332,-0.194,7.0,,6.0,2.0,False
RP4-621N11.2,0.477286455258127,up_in_PP,0.00432845490585,41.1024460404853,3,A_high,0.0011266680585558,0.994297057136514,3.0,-0.269,,-0.236,,1.0,,1.0,,False
RP11-850A17.1,-0.476271959405192,down_in_PP,0.00016527033828,49.3119199477279,4,A_high,0.0713868741579572,0.352062399521743,4.0,-0.195,,,-0.183,3.0,,,1.0,False
LINC01641,-0.476181690560034,down_in_PP,0.0042767084127242,45.6454007513062,3,A_high,-0.172289753281794,0.0197125882597506,3.0,0.198,,-0.23,-0.2,2.0,,3.0,1.0,False
ZNF436-AS1,-0.475909325076891,down_in_PP,1.91573472072007e-06,31.4988451356935,4,A_high,-0.290577098233193,7.1952806219441e-06,4.0,-0.408,-0.408,-0.291,-0.177,5.0,5.0,4.0,2.0,False
