gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
FAM182B,4,-0.139,0.125,-1.12,0.264847801386384,0.365351432484442,0,0,0.84,down
TFPI2,2,0.312,0.279,1.11,0.264867379402033,0.365351432484442,0,0,0.07,up
GABBR1,4,0.091,0.081,1.11,0.26487413820429,0.365351432484442,0,0,2.86,up
RMND1,4,0.06,0.053,1.11,0.26491057815039,0.365382209539339,0,0,1.18,up
APOOP5,2,0.226,0.203,1.11,0.264962474887967,0.365434301205267,0,0,0.25,up
FYCO1,4,0.111,0.099,1.11,0.265006641708647,0.365475726839738,69.4,0.0209,9.79,up
SMNDC1,4,-0.068,0.061,-1.11,0.265074836269814,0.365550283406157,0,0,2.21,down
EIF4A2P2,3,0.397,0.356,1.11,0.265096926955461,0.365561256066114,68.6,0.2448,6.36,up
FZD3,4,0.171,0.154,1.11,0.265223578881578,0.365716406898392,71.1,0.0595,10.4,up
VWFP1,2,-0.409,0.367,-1.11,0.265255103744133,0.36572425602149,91.3,0.2458,11.51,down
CCNJ,4,-0.127,0.114,-1.11,0.265257551759478,0.36572425602149,53.4,0.0249,6.44,down
AC112229.1,2,-0.372,0.334,-1.11,0.265342100523885,0.365821326649774,0,0,0.43,down
ELOVL5,4,0.167,0.15,1.11,0.265360803715478,0.365827611923518,18,0.0172,3.66,up
CTD-2583A14.11,4,-0.142,0.128,-1.11,0.265415057268859,0.365881942820305,0,0,1.67,down
TRPA1,3,-0.341,0.306,-1.11,0.265428506539491,0.365881942820305,67.5,0.1879,6.15,down
AC005253.4,4,-0.196,0.176,-1.11,0.265515615255849,0.365982512949119,91.2,0.093,34.14,down
AZGP1,4,0.252,0.227,1.11,0.265554066913677,0.365991178633541,75.6,0.1205,12.31,up
SLC39A3,4,-0.152,0.137,-1.11,0.265555305573407,0.365991178633541,81.9,0.044,16.54,down
AC111200.7,2,0.181,0.162,1.11,0.265564353905647,0.365991178633541,7.4,0.0042,1.08,up
SIGLEC10,3,-0.147,0.132,-1.11,0.265590185664837,0.366007276323282,0,0,0.87,down
ZFAT-AS1,4,-0.136,0.122,-1.11,0.265656687294098,0.366079416067694,0,0,1.88,down
ZGPAT,4,-0.118,0.106,-1.11,0.265783639144561,0.366234845116406,79.5,0.0262,14.64,down
SORT1,4,-0.199,0.179,-1.11,0.265874149155891,0.366340045483351,93,0.0887,43.06,down
FTH1P16,4,0.191,0.172,1.11,0.265910319733882,0.366370365949133,63.6,0.0682,8.24,up
CISD2,4,-0.101,0.091,-1.11,0.266059213960196,0.366555985184388,65.3,0.0186,8.65,down
ESM1,2,-0.527,0.474,-1.11,0.266239361496562,0.366776168104295,7.2,0.0838,1.08,down
RP11-69I13.1,2,-0.439,0.395,-1.11,0.266247392366151,0.366776168104295,54.5,0.1711,2.2,down
UPF2,4,0.048,0.043,1.11,0.266328609425858,0.366865202803379,0,0,0.91,up
PRF1,2,-0.481,0.433,-1.11,0.266340392554866,0.366865202803379,89.6,0.3357,9.65,down
PBX4,4,0.263,0.237,1.11,0.266363042824875,0.366873743626923,58.5,0.1227,7.22,up
PARP3,4,-0.292,0.263,-1.11,0.266374962556835,0.366873743626923,87.9,0.2019,24.85,down
EBP,4,-0.26,0.234,-1.11,0.266426996130385,0.366925869431111,91.7,0.1501,36.16,down
PRPF39,4,0.047,0.042,1.11,0.266508335539612,0.36701834781942,0,0,0.8,up
AC022210.2,3,0.156,0.14,1.11,0.266624081725711,0.367158196664561,36.9,0.0219,3.17,up
PRNCR1,4,0.092,0.083,1.11,0.266658260155368,0.367178706894011,0,0,2.42,up
RP11-819M15.2,3,0.229,0.206,1.11,0.266667368941274,0.367178706894011,0,0,1.42,up
NDUFS8,4,-0.242,0.218,-1.11,0.26672035551144,0.367218044921374,94.3,0.1516,52.41,down
RDM1,2,-0.34,0.306,-1.11,0.266724334669538,0.367218044921374,0,0,0.03,down
SNORA62,3,-0.397,0.357,-1.11,0.266746030318987,0.36722836685848,76.3,0.2879,8.45,down
RP11-123O10.4,3,0.369,0.332,1.11,0.266877360746661,0.367389613495403,62.4,0.2016,5.32,up
TRPC6,3,0.643,0.58,1.11,0.267046545870448,0.36760295185445,96.4,0.9654,55.26,up
WARS2-IT1,2,0.331,0.298,1.11,0.267076800896667,0.367625033442863,0,0,0.13,up
KLHL5,4,-0.309,0.279,-1.11,0.267123260898847,0.367669417268255,94.1,0.2551,50.99,down
HOXB6,3,0.443,0.399,1.11,0.267253252428805,0.367828763347095,43,0.2244,3.51,up
ZDHHC20,4,-0.093,0.084,-1.11,0.2673965640274,0.368006424307171,72.6,0.0154,10.95,down
PACRGL,4,-0.056,0.051,-1.11,0.267665302212076,0.368356676408063,0,0,0.24,down
TGFBR1,4,-0.19,0.172,-1.11,0.267744725037938,0.368446372353351,83.2,0.0855,17.85,down
IGHMBP2,4,-0.067,0.061,-1.11,0.267776597058503,0.368470627065393,39.1,0.0053,4.93,down
RP11-295D4.3,4,-0.297,0.268,-1.11,0.267798411443097,0.368481040249203,48.2,0.1372,5.79,down
RP1-28O10.1,2,0.733,0.661,1.11,0.267824533210089,0.368497378814009,77.2,0.6774,4.38,up
RP11-582E3.4,4,0.257,0.232,1.11,0.267882210566638,0.368542157860031,60.4,0.1254,7.57,up
COX7A2,4,-0.181,0.163,-1.11,0.267885577163957,0.368542157860031,92.7,0.0877,41.36,down
RP11-430C7.2,3,0.159,0.143,1.11,0.268000887134159,0.368681184236896,36.1,0.0224,3.13,up
PDPK1,4,-0.039,0.035,-1.11,0.268175800462984,0.368902186106511,31.1,0.0015,4.35,down
SNORA70,4,-0.117,0.106,-1.11,0.268204185616209,0.368921611273606,0,0,2.24,down
RP11-22N19.2,2,-0.911,0.823,-1.11,0.268304700993804,0.36902401410747,91.7,1.2431,12.1,down
CLTB,4,0.083,0.075,1.11,0.268323214236091,0.36902401410747,44.8,0.0092,5.43,up
MKNK1,4,-0.13,0.117,-1.11,0.268332402150966,0.36902401410747,81.1,0.0348,15.84,down
NBPF25P,4,0.071,0.064,1.11,0.268335703422487,0.36902401410747,0,0,0.71,up
BRWD1,4,0.11,0.1,1.11,0.26837162103998,0.369053785972886,81.4,0.0249,16.12,up
RP11-229P13.22,3,-0.339,0.307,-1.11,0.268409548219898,0.369086317994548,70.2,0.1928,6.7,down
HNRNPA3P14,2,-0.204,0.185,-1.11,0.268555234902828,0.369267017306047,0,0,0.53,down
GSK3B,4,0.134,0.121,1.11,0.268602846708395,0.369312850314493,89.4,0.0432,28.4,up
NSMCE2,4,-0.076,0.069,-1.11,0.268835604474289,0.369590325813282,63.4,0.0098,8.19,down
AP1M1,4,-0.116,0.105,-1.11,0.268840244744934,0.369590325813282,85.3,0.0281,20.47,down
RP11-708J19.1,4,-0.252,0.228,-1.11,0.268847525125699,0.369590325813282,43,0.0866,5.27,down
RPL12P1,3,0.137,0.124,1.11,0.268905494352361,0.369650369701274,0,0,1.4,up
NAF1,4,0.158,0.143,1.11,0.26894207457432,0.369681006419548,73.7,0.0553,11.39,up
CTB-147C22.3,2,-0.25,0.226,-1.11,0.269012028102788,0.369740388205391,0,0,0.72,down
RP11-192H23.8,3,-0.299,0.27,-1.11,0.269013865807649,0.369740388205391,0,0,1.8,down
RP5-864K19.6,4,-0.13,0.118,-1.1,0.269232122869974,0.370014642967085,63.9,0.0323,8.32,down
PSMC1P5,4,-0.081,0.073,-1.1,0.269242019047346,0.370014642967085,0,0,2.35,down
RN7SKP70,3,0.292,0.264,1.1,0.269362556189049,0.370160626601858,63.3,0.132,5.45,up
GJB1,2,0.685,0.62,1.1,0.269395858297147,0.370186721867889,87,0.6721,7.67,up
ADNP,4,0.121,0.109,1.1,0.269515928286728,0.370332038952767,86.5,0.036,22.28,up
CMTM8,3,0.152,0.138,1.1,0.269584753314061,0.370380604375782,44.8,0.0252,3.63,up
WAC,4,0.051,0.046,1.1,0.269584820302068,0.370380604375782,61.9,0.0041,7.88,up
RP11-266E8.2,2,-0.33,0.299,-1.1,0.269594233605725,0.370380604375782,0,0,0.01,down
C4orf48,3,-0.163,0.148,-1.1,0.269717659632486,0.370530490717301,0,0,0.86,down
TEX2,4,-0.054,0.049,-1.1,0.269781205788981,0.370598104234448,40,0.0035,5,down
CTC-518P12.6,4,-0.204,0.185,-1.1,0.269882933660181,0.370700348881832,83.2,0.1044,17.89,down
SLC34A3,2,-0.199,0.18,-1.1,0.269884301324037,0.370700348881832,0,0,0.01,down
CETN3,4,0.05,0.045,1.1,0.269933562334769,0.370748322246639,0,0,2.67,up
RP11-255B23.1,4,0.098,0.089,1.1,0.270086834366625,0.370939139977612,0,0,1.32,up
MSRA,4,0.183,0.166,1.1,0.270201822158803,0.371077360394801,68.7,0.0677,9.59,up
CTD-3105H18.16,4,0.246,0.223,1.1,0.270244061843171,0.371115663985971,53.1,0.0973,6.39,up
DNMBP-AS1,4,0.285,0.258,1.1,0.270421825473541,0.371340063395151,87.8,0.2186,24.68,up
ANAPC11,4,-0.183,0.166,-1.1,0.270437492035312,0.3713418610109,79.4,0.077,14.58,down
RBBP4P4,3,-0.11,0.1,-1.1,0.270497892359484,0.371390358809403,0,0,0.78,down
RP11-46J23.1,3,0.174,0.158,1.1,0.270501530283465,0.371390358809403,0,0,1.06,up
OR7E91P,2,-0.274,0.248,-1.1,0.270549358561358,0.371436308181483,0,0,0.39,down
FCF1P8,3,-0.258,0.235,-1.1,0.270673626454033,0.371581187539472,0,0,0.37,down
CTC-542B22.2,3,0.7,0.635,1.1,0.270683620261026,0.371581187539472,89.9,1.0614,19.73,up
RP11-783K16.14,4,-0.295,0.268,-1.1,0.270751007001835,0.371653966940636,91.7,0.2126,36.29,down
ADM,4,-0.257,0.234,-1.1,0.270869276895007,0.371785509938574,82,0.1741,16.63,down
RP11-413M3.4,3,-0.202,0.183,-1.1,0.270875585728522,0.371785509938574,0,0,1.9,down
RP11-157J24.1,3,0.263,0.239,1.1,0.270897701423971,0.371786923216887,4.3,0.0081,2.09,up
HMGB1P37,4,-0.139,0.126,-1.1,0.270918370704219,0.371786923216887,53,0.0309,6.39,down
AATF,4,-0.06,0.055,-1.1,0.270919739478374,0.371786923216887,47.9,0.0047,5.75,down
ARHGAP19-SLIT1,4,-0.242,0.22,-1.1,0.271075578498123,0.371981046385583,88.1,0.1529,25.25,down
ROMO1,4,-0.228,0.207,-1.1,0.271106481854474,0.372003716201608,93.9,0.1401,49.34,down
RP11-382A20.1,2,-1.683,1.529,-1.1,0.271228051386263,0.372150786262828,95.9,4.4847,24.25,down
RANGRF,4,-0.152,0.138,-1.1,0.271334962574905,0.372277729141018,70.4,0.041,10.13,down
PIP5K1A,4,-0.099,0.09,-1.1,0.27153453426642,0.372531784121934,79.6,0.0184,14.72,down
RAB2A,4,0.028,0.025,1.1,0.271616491213709,0.372624459171027,0,0,1.29,up
CTD-3032J10.3,3,-0.102,0.093,-1.1,0.271689320880022,0.372704603545183,0,0,0.75,down
PMS2P5,4,0.127,0.115,1.1,0.271880094575204,0.372946526973909,0,0,0.27,up
MANEA,4,0.052,0.048,1.1,0.271897410828661,0.372950500300832,11.5,0.0015,3.39,up
PGAP2,4,-0.042,0.038,-1.1,0.271916868770459,0.372957410716399,0,0,0.42,down
CRTAC1,4,-0.202,0.184,-1.1,0.272152010540484,0.373252960513567,37.3,0.0465,4.78,down
UGDH,4,-0.161,0.146,-1.1,0.272161211812766,0.373252960513567,85.6,0.0638,20.87,down
RP11-428J1.4,4,0.26,0.237,1.1,0.272309115553601,0.373436000248056,13.4,0.0321,3.46,up
GNB4,4,0.115,0.105,1.1,0.272386528940077,0.373522357484023,77.2,0.026,13.14,up
RP11-10K16.1,3,-0.305,0.278,-1.1,0.272480044161658,0.373630784762863,0,0,0.2,down
CTC-308K20.3,4,-0.141,0.129,-1.1,0.272508061877278,0.37364939364862,70,0.043,10,down
RP11-210K20.5,2,0.281,0.256,1.1,0.272577300347077,0.373714080446673,0,0,0.1,up
ZNF807,3,0.39,0.356,1.1,0.272584137319305,0.373714080446673,41.2,0.1578,3.4,up
ZNF280B,4,0.34,0.31,1.1,0.272612692330297,0.373733418553524,60.2,0.2271,7.55,up
ARHGAP15,3,-0.286,0.261,-1.1,0.272648716444171,0.37376299369863,76.8,0.1456,8.61,down
AC139712.2,2,0.367,0.335,1.1,0.272806099497676,0.373958922906926,0,0,0.07,up
GNPDA1,4,-0.155,0.141,-1.1,0.272859219037503,0.374011915903651,68.7,0.0465,9.6,down
RPS4XP20,3,0.337,0.308,1.1,0.272936925119339,0.374098602611901,52.1,0.1543,4.18,up
UBA5,4,-0.079,0.072,-1.1,0.272958766425179,0.374108713625183,72.4,0.0109,10.85,down
RP11-479O17.12,2,-0.18,0.165,-1.1,0.272994074865666,0.374137280220728,0,0,0.42,down
AC092614.2,2,-0.322,0.294,-1.1,0.273051553190082,0.374184362681358,0,0,0.11,down
AGAP10P,4,0.14,0.128,1.1,0.273071672501403,0.374184362681358,0,0,1.6,up
MXRA5,4,0.191,0.174,1.1,0.273071831333539,0.374184362681358,74.7,0.0735,11.84,up
HIST1H2BG,4,-0.384,0.351,-1.1,0.273392495565851,0.374603915305954,80.7,0.3579,15.57,down
TFAMP1,2,-0.338,0.308,-1.1,0.273480578045742,0.374704755553058,0,0,0.96,down
FXNP2,2,0.371,0.339,1.09,0.273533110024127,0.374756878782923,0,0,0.13,up
SUPT4H1,4,-0.129,0.118,-1.09,0.273613629824767,0.374847339466485,62.9,0.0317,8.09,down
PRKCA,4,0.25,0.229,1.09,0.273987134662788,0.375331396168153,82.1,0.1539,16.76,up
TRAPPC6B,4,-0.044,0.04,-1.09,0.274000140691422,0.375331396168153,0,0,0.44,down
SH2B2,3,-0.134,0.122,-1.09,0.274010494217718,0.375331396168153,0,0,0.38,down
ANKRD29,4,-0.522,0.477,-1.09,0.274093346128887,0.37542500155047,91.7,0.7287,36,down
FIZ1,4,-0.059,0.054,-1.09,0.274242232997199,0.375590826549175,0,0,1.23,down
ATP5F1P6,3,-0.155,0.141,-1.09,0.274255750454651,0.375590826549175,0,0,0.32,down
TMCC1,4,-0.116,0.106,-1.09,0.274257978278987,0.375590826549175,85.2,0.0292,20.22,down
UNC93B2,2,-0.241,0.221,-1.09,0.274340458576484,0.375683889480711,0,0,0.25,down
AC098592.6,2,-0.343,0.314,-1.09,0.274365948666429,0.375698903870634,52.4,0.104,2.1,down
RP1-86D1.5,2,0.307,0.281,1.09,0.274410788555998,0.375740411626466,0,0,0.67,up
CTA-963H5.5,3,-0.157,0.144,-1.09,0.27459154366661,0.375968008755595,0,0,0.17,down
GAPDHP40,4,-0.385,0.353,-1.09,0.274701534575396,0.376098697276907,92.4,0.4246,39.29,down
RP11-228B15.4,4,0.119,0.109,1.09,0.274771070754598,0.376173987613642,0,0,0.47,up
RP5-1057J7.1,2,0.32,0.293,1.09,0.274837145138795,0.37624376446924,0,0,0,up
EYA3,4,-0.128,0.117,-1.09,0.274851132302885,0.37624376446924,80.9,0.0386,15.72,down
AC010761.8,4,0.112,0.102,1.09,0.274903748031469,0.376295873992374,77.7,0.0262,13.48,up
ZNF398,4,-0.118,0.108,-1.09,0.275106709519561,0.376553764554082,85.6,0.0329,20.77,down
ZNF654,4,0.147,0.134,1.09,0.275145497375874,0.376586926185616,68.6,0.0418,9.55,up
LAMTOR5P1,2,0.19,0.175,1.09,0.275272555406441,0.376740891789194,0,0,0.02,up
CPEB2-AS1,3,0.232,0.213,1.09,0.275355424867335,0.376825214126167,22.3,0.039,2.58,up
EDRF1,4,-0.152,0.14,-1.09,0.27536330602322,0.376825214126167,75.8,0.0486,12.38,down
WDR83,4,0.055,0.05,1.09,0.275394832777443,0.376848418335315,31.2,0.0031,4.36,up
BHLHE22,4,0.182,0.167,1.09,0.275548048681065,0.377038129885042,0,0,1.39,up
AC006445.7,2,0.265,0.244,1.09,0.275648579382521,0.377135487144411,0,0,0.03,up
ACBD3-AS1,4,0.065,0.059,1.09,0.275662797424532,0.377135487144411,0,0,0.57,up
GTF2H2B,4,-0.106,0.097,-1.09,0.275662944032829,0.377135487144411,0,0,2.8,down
FAM69A,4,0.048,0.044,1.09,0.275758156937003,0.377234930577507,0,0,2.31,up
COX14,4,-0.098,0.09,-1.09,0.275764801748721,0.377234930577507,66.1,0.0164,8.84,down
ERMP1,4,0.088,0.081,1.09,0.275870967665016,0.377360202437485,64.2,0.0148,8.37,up
PHBP20,2,-0.169,0.155,-1.09,0.276110326541676,0.377667644279122,0,0,0.06,down
RP11-213G2.5,3,0.288,0.265,1.09,0.276198922401202,0.37775746184155,48.7,0.1043,3.89,up
COMMD7,4,-0.129,0.118,-1.09,0.276205202632445,0.37775746184155,60.1,0.0295,7.51,down
MED23,4,0.043,0.039,1.09,0.276271995949044,0.377818931549994,13.8,0.001,3.48,up
DIP2A,4,0.089,0.082,1.09,0.276279363300535,0.377818931549994,55.9,0.0125,6.81,up
SAR1P3,2,-0.225,0.206,-1.09,0.276504599324916,0.37810695553239,0,0,0,down
SDHAF2,4,-0.103,0.095,-1.09,0.276747692687589,0.378419366834353,83.5,0.0226,18.15,down
STX16-NPEPL1,4,-0.068,0.063,-1.09,0.276805549612558,0.3784728022452,36.5,0.0056,4.72,down
MTRF1LP2,4,-0.219,0.201,-1.09,0.27681603773865,0.3784728022452,26.8,0.0459,4.1,down
C3orf33,4,0.201,0.185,1.09,0.277211812154627,0.378993884637238,70.4,0.0895,10.13,up
RNF138P1,4,-0.105,0.097,-1.09,0.277285743120885,0.37907492256877,0,0,0.76,down
KRAS,4,0.052,0.047,1.09,0.27736037233941,0.37915690645806,44.3,0.0034,5.39,up
AC138969.4,4,0.259,0.238,1.09,0.277401493092209,0.379193077392152,83.5,0.1717,18.17,up
SRBD1,4,-0.082,0.076,-1.09,0.277451878276758,0.379241907818944,3,8e-04,3.09,down
KDM4D,3,0.262,0.241,1.09,0.277476333496379,0.379255291948969,65.6,0.112,5.81,up
EIF1AX,4,0.082,0.075,1.09,0.277511462465049,0.379282539962394,48.4,0.0095,5.81,up
HNRNPA1P38,2,-0.154,0.142,-1.09,0.277525598081825,0.379282539962394,0,0,0.3,down
MMEL1,3,-0.286,0.264,-1.09,0.277553372937747,0.379282747727515,85.3,0.1709,13.62,down
B4GALT6,4,-0.101,0.093,-1.09,0.277555079115322,0.379282747727515,6.9,0.0032,3.22,down
AGAP6,4,0.096,0.088,1.09,0.277601334791666,0.379325915207716,0,0,1.07,up
BACH1-IT1,3,-0.228,0.21,-1.09,0.277675460042268,0.379407158251002,42.6,0.061,3.48,down
NAP1L1P3,4,0.104,0.096,1.09,0.277742751762953,0.379479056080138,0,0,2.28,up
DERL3,3,-0.354,0.326,-1.09,0.27776870091838,0.379494463079233,77.6,0.2452,8.92,down
RP11-514P8.6,4,-0.092,0.085,-1.09,0.277789097445779,0.379502282713799,0,0,0.22,down
LTN1,4,-0.108,0.099,-1.09,0.277808049082945,0.379508127686119,85.3,0.0252,20.46,down
RPS29,4,-0.084,0.077,-1.09,0.277902416202427,0.379603522559769,36.3,0.0086,4.71,down
TTC16,2,-0.216,0.199,-1.09,0.277907233980406,0.379603522559769,0,0,0.8,down
MINOS1-NBL1,4,0.189,0.174,1.08,0.277939822154921,0.3796279869146,91.3,0.0865,34.39,up
CCDC169,2,-0.394,0.363,-1.08,0.278121085451315,0.379855507953362,0,0,0.13,down
SLX4IP,4,-0.072,0.067,-1.08,0.278258523564472,0.380011861382498,0,0,1.96,down
PTPRR,2,-0.331,0.305,-1.08,0.278264949069097,0.380011861382498,0,0,0.27,down
TNF,3,-0.32,0.295,-1.08,0.278341434274014,0.380096243720333,75.4,0.164,8.13,down
HILS1,2,0.836,0.771,1.08,0.278391134820011,0.380126692385709,70.5,0.8676,3.39,up
RP11-219A15.1,4,0.144,0.133,1.08,0.27839312585718,0.380126692385709,0.9,0.0013,3.03,up
RP4-566D2.1,2,-0.293,0.271,-1.08,0.278483035146519,0.380229383995648,0,0,0.03,down
TSNAXIP1,4,-0.077,0.071,-1.08,0.278531547505311,0.380275546066161,0,0,0.82,down
SLC10A3,4,-0.072,0.066,-1.08,0.278636726183935,0.380399064978691,55.4,0.0072,6.73,down
LINC00592,4,-0.494,0.456,-1.08,0.278714719983439,0.380485459603698,75,0.515,11.98,down
RP11-106M3.5,4,-0.07,0.065,-1.08,0.278919033319008,0.380739397360375,0,0,0.76,down
NCK1,4,-0.094,0.087,-1.08,0.27893456527227,0.380739397360375,67.1,0.0152,9.13,down
TNFAIP2,4,-0.56,0.517,-1.08,0.278944897950114,0.380739397360375,94.1,0.8153,50.79,down
RPL6P24,3,-0.32,0.295,-1.08,0.279084978329717,0.380896414400996,50.4,0.1319,4.03,down
MZT2B,4,0.161,0.148,1.08,0.279089388699091,0.380896414400996,86.8,0.0556,22.79,up
SLC15A3,4,-0.319,0.295,-1.08,0.27911027404362,0.380904818903766,82.7,0.2371,17.38,down
LPCAT3,4,-0.116,0.108,-1.08,0.279166400425993,0.380961313808783,76.4,0.0291,12.72,down
FRG1FP,3,0.12,0.111,1.08,0.279254845145943,0.381061903284514,0,0,0.3,up
RP11-781P6.1,2,0.353,0.326,1.08,0.27932378829181,0.381135872349215,0,0,0.04,up
RP11-350N15.5,3,-0.145,0.134,-1.08,0.279419943386695,0.381246962215313,0,0,1.26,down
STX1A,3,-0.153,0.142,-1.08,0.279495606570141,0.381330082203414,0,0,0.71,down
MAP4,4,-0.068,0.063,-1.08,0.279548604562223,0.381382271779583,58.4,0.0076,7.21,down
RPL14,4,0.103,0.095,1.08,0.279860257236928,0.38178731437185,84.8,0.0232,19.69,up
KIAA1755,3,0.471,0.436,1.08,0.279949132560489,0.381888415851502,72.7,0.339,7.32,up
RP1-78B3.1,3,0.571,0.529,1.08,0.279979583599883,0.381909812258181,91.4,0.7593,23.32,up
DCTN2,4,-0.094,0.087,-1.08,0.280027980233092,0.381955684039061,84.1,0.0186,18.84,down
RP11-936I5.1,2,0.46,0.426,1.08,0.28032282483627,0.382337686102689,75.6,0.2754,4.1,up
CHMP6,3,-0.139,0.129,-1.08,0.280364364597532,0.382374178757148,88,0.0393,16.64,down
SLC2A3,4,-0.234,0.216,-1.08,0.280431039056057,0.382444945644389,81.3,0.1479,16.02,down
RPSAP5,3,0.095,0.088,1.08,0.280514880459433,0.382519911102504,0,0,0.09,up
USP20,4,0.05,0.046,1.08,0.280515587452876,0.382519911102504,0,0,1.17,up
HIST1H4I,4,-0.358,0.332,-1.08,0.280800667984104,0.382888468828599,86.3,0.3483,21.92,down
ZNF503-AS1,4,-0.249,0.231,-1.08,0.280939054674578,0.383056972434144,14.9,0.0333,3.52,down
SPINT2,4,-0.096,0.089,-1.08,0.280956388499651,0.383060412870584,75.4,0.0187,12.19,down
AC000068.10,4,-0.246,0.229,-1.08,0.281023860235128,0.38313220816622,90.5,0.1726,31.57,down
GDAP1,4,-0.311,0.289,-1.08,0.28107048390997,0.383175574312011,89.4,0.2807,28.4,down
CTD-2370N5.3,4,-0.087,0.081,-1.08,0.281550038490705,0.383799030259514,0,0,0.15,down
ARHGAP33,4,0.158,0.146,1.08,0.281557485313332,0.383799030259514,0,0,2.68,up
ZBTB12,3,0.176,0.164,1.08,0.281594501408716,0.383829258731754,33.3,0.0285,3,up
RP11-597A11.4,2,-0.186,0.173,-1.08,0.281731950586779,0.383996372785437,0,0,0.07,down
HRASLS,4,0.119,0.11,1.08,0.281751604948956,0.384002925140949,0,0,0.28,up
VPS18,4,-0.145,0.134,-1.08,0.28177256835031,0.384011260818444,72.3,0.0462,10.81,down
RP1-43E13.2,4,0.079,0.073,1.08,0.281840532426539,0.384070827982909,0,0,1.87,up
SLC2A3P4,3,0.252,0.234,1.08,0.281845975684952,0.384070827982909,39.6,0.0703,3.31,up
TYW5,4,-0.069,0.064,-1.08,0.281881299391348,0.384085455835209,0,0,2.3,down
SCML1,4,0.083,0.077,1.08,0.281886410557684,0.384085455835209,0,0,1.43,up
STMN1P2,2,-0.386,0.359,-1.08,0.281927545464845,0.38412126828756,0,0,0.73,down
RP11-158H5.7,4,-0.167,0.156,-1.08,0.282008479288694,0.384199962584331,58,0.0528,7.15,down
RABEP1,4,0.101,0.094,1.08,0.282022471164002,0.384199962584331,82.8,0.0214,17.46,up
OGT,4,0.125,0.117,1.08,0.282029867368779,0.384199962584331,54,0.0277,6.53,up
CPSF1P1,2,-0.293,0.273,-1.08,0.282050079886329,0.384207261082847,0,0,0.01,down
NBAS,4,0.138,0.129,1.08,0.282077808246187,0.384224796317641,92.1,0.0532,37.75,up
LYRM2,4,0.051,0.047,1.08,0.282222374608145,0.384401469106592,0,0,1.12,up
CDA,4,0.368,0.342,1.07,0.282420396580368,0.384650928760118,75.9,0.2706,12.44,up
RP11-1035H13.2,4,0.236,0.219,1.07,0.282514201471624,0.384758428037601,77.3,0.1395,13.24,up
ESPNL,3,-0.538,0.501,-1.07,0.282664465964332,0.384942804744181,61,0.4476,5.13,down
AGGF1P9,2,-0.436,0.406,-1.07,0.282681935844111,0.384946326997951,33.8,0.1174,1.51,down
RP11-15B24.5,3,-0.161,0.15,-1.07,0.282769313988173,0.38504504248658,0,0,0.91,down
ANKRD49,4,0.102,0.095,1.07,0.28285501939188,0.385141469942174,71,0.0197,10.34,up
STK24P1,2,-0.137,0.128,-1.07,0.283038001587526,0.385343677687464,0,0,0.22,down
SNORA25,4,0.152,0.141,1.07,0.283039604655567,0.385343677687464,0,0,0.87,up
FAM183A,3,0.185,0.172,1.07,0.283048221029479,0.385343677687464,0,0,1.48,up
RP11-861E21.2,4,0.17,0.158,1.07,0.283070528471416,0.385353763270946,79.4,0.0722,14.54,up
FLNB-AS1,4,0.132,0.123,1.07,0.283141767859175,0.38543045704788,76.4,0.0322,12.73,up
XXbac-BPG32J3.22,4,-0.05,0.046,-1.07,0.283203066212977,0.385493611101123,18.9,0.0018,3.7,down
KIAA2026,4,0.212,0.198,1.07,0.283555671698679,0.385953262436303,95.5,0.1346,67.21,up
RP11-307N16.6,4,0.299,0.279,1.07,0.283968703347561,0.386495108318756,81,0.1975,15.81,up
RP11-522I20.3,3,-0.102,0.096,-1.07,0.284073036526949,0.3866167657721,35.8,0.01,3.11,down
ATP5O,4,-0.189,0.177,-1.07,0.284110014676829,0.386646746624652,94.9,0.1063,58.95,down
RP5-1148A21.3,4,-0.233,0.218,-1.07,0.284230720298363,0.386790663464005,71.4,0.117,10.49,down
LENG8,4,0.108,0.101,1.07,0.284509221428782,0.387149287264378,0,0,1.65,up
NELFA,4,-0.039,0.036,-1.07,0.284628195203174,0.387290806015093,19.8,0.0012,3.74,down
SERPINB10,4,-0.099,0.092,-1.07,0.28464871488235,0.387298351397606,13.2,0.0058,3.46,down
RP11-291L22.9,4,0.158,0.148,1.07,0.284796781179081,0.387479429164426,45.6,0.0388,5.51,up
LNP1,4,0.138,0.129,1.07,0.284824040397077,0.3874961328089,0,0,1.88,up
SOX9,4,0.253,0.237,1.07,0.28484789582308,0.387508204164114,73.9,0.1484,11.48,up
KCNRG,4,-0.127,0.118,-1.07,0.284911059740801,0.387573746864571,35.9,0.0199,4.68,down
C17orf75,4,-0.047,0.044,-1.07,0.28494814100378,0.387603803456493,0,0,1.41,down
MIR4647,4,0.323,0.302,1.07,0.285316842343717,0.38808396138144,80.5,0.2447,15.36,up
CTD-2589H19.6,3,-0.534,0.5,-1.07,0.285331140180539,0.38808396138144,83.2,0.6044,11.88,down
TMSB4XP4,4,0.192,0.179,1.07,0.285373196681906,0.388112260493926,82.9,0.0842,17.5,up
CUEDC2,4,0.085,0.08,1.07,0.285381958323287,0.388112260493926,63.4,0.0122,8.19,up
RP5-1157M23.2,2,0.478,0.448,1.07,0.285457366558562,0.388194401843979,53.7,0.2191,2.16,up
