"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.143785004961953,0.222204727570836,0.318,0.303,1,"NCK1"
0.144034984594969,0.130924494568565,0.235,0.218,1,"PEX16"
0.144175812933843,0.105563220343629,0.154,0.165,1,"INO80D"
0.144310173219962,0.174631357281005,0.202,0.22,1,"API5"
0.144531213235145,0.281467388819459,0.127,0.115,1,"TNRC18"
0.145073272898767,0.164556229494144,0.105,0.094,1,"HDAC10"
0.145090471970374,0.19117384773776,0.137,0.124,1,"SNX14"
0.145377053598524,0.42818256999018,0.203,0.188,1,"ARHGAP23"
0.145698896256333,0.295893118311398,0.14,0.128,1,"ZC3H7A"
0.146008319267673,0.443131573700085,0.103,0.091,1,"AGO4"
0.146586696793079,0.208467995166925,0.31,0.338,1,"IFFO2"
0.147231455839265,0.208403275869213,0.314,0.295,1,"ZFTRAF1"
0.148699078996504,0.103660791256746,0.113,0.126,1,"CD83"
0.148749112712699,0.114825593735864,0.108,0.119,1,"ANKRD49"
0.14903128444536,0.407537379665871,0.208,0.2,1,"GPR87"
0.149363291117333,0.205400025158904,0.131,0.117,1,"KIAA0232"
0.14938310519012,-0.14992861721843,0.201,0.214,1,"CNPPD1"
0.149875466083869,-0.324193190348391,0.103,0.114,1,"GPN2"
0.149905558829736,0.410649261793137,0.134,0.121,1,"RITA1"
0.150396229373603,0.351758282537964,0.431,0.441,1,"MSN"
0.151135022515673,0.470449771251076,0.145,0.132,1,"PTPRE"
0.15149879935156,0.287943526390646,0.214,0.199,1,"TMEM222"
0.15163393202186,0.173714768094227,0.326,0.311,1,"MCTS1"
0.151717887421923,-0.362799309450554,0.293,0.302,1,"CCN1"
0.152090085304191,0.226942996544044,0.154,0.168,1,"NOL8"
0.153142252019787,-0.141375670606983,0.17,0.184,1,"CLK4"
0.153255212648939,0.257675576382813,0.24,0.226,1,"CASZ1"
0.153881180505079,-0.170119869952215,0.099,0.109,1,"GK"
0.154237588956206,0.327761808859705,0.203,0.19,1,"MALT1"
0.155217119427925,0.217464210915445,0.201,0.186,1,"CDYL"
0.155521169818699,0.135234560664207,0.154,0.17,1,"MRPL39"
0.156335826724718,0.258086510819834,0.118,0.107,1,"SLC22A23"
0.156545315193499,0.111954271350128,0.171,0.185,1,"KCTD15"
0.157040321612063,0.28566706426105,0.134,0.122,1,"ATG14"
0.157576687037418,0.363622426249396,0.202,0.189,1,"RESF1"
0.157674983866581,0.386393295247694,0.12,0.108,1,"GEMIN7"
0.15775095594391,-0.121396252737118,0.102,0.112,1,"KLHL28"
0.157980696291538,-0.127244918698082,0.229,0.242,1,"HGS"
0.158627096452392,-0.147336544110543,0.192,0.204,1,"USP48"
0.159102006321897,0.289146635924833,0.124,0.113,1,"PIK3C3"
0.159325023799664,-0.169153274702308,0.149,0.16,1,"NUP62"
0.159457139776947,0.123758480722119,0.129,0.143,1,"SUPT20H"
0.159518078839454,-0.244634299281901,0.438,0.456,1,"H4C3"
0.160407765317003,0.102848789553743,0.214,0.199,1,"DHRS3"
0.161171012779682,-0.168748165698334,0.19,0.203,1,"DOHH"
0.161207508105633,0.150380303987171,0.367,0.395,1,"SRSF4"
0.162282048150317,0.235850339421907,0.129,0.116,1,"ACSS2"
0.162527135635581,0.206965667028491,0.391,0.373,1,"SERINC1"
0.162599186947061,-0.27385586810239,0.15,0.162,1,"BEX2"
0.163297716975509,-0.305605433269684,0.138,0.15,1,"BICDL1"
0.16445407439742,0.247090378427463,0.227,0.211,1,"ARHGAP1"
0.164691060002849,0.394982150723467,0.104,0.093,1,"TMEM175"
0.165004212506513,0.306278582358762,0.217,0.204,1,"MSRB1"
0.165280984510009,-0.144091645137687,0.168,0.183,1,"CCND2"
0.165648338109065,-0.120033855883867,0.185,0.198,1,"CCNH"
0.166198530298195,0.198480620859782,0.353,0.34,1,"EPN1"
0.166287588767789,0.242685850750751,0.186,0.173,1,"DEAF1"
0.166628189638594,-0.24697895294017,0.306,0.316,1,"THAP9-AS1"
0.166890444123931,0.1736845452835,0.564,0.569,1,"MTCH1"
0.16787397975088,0.611600905486424,0.134,0.122,1,"FBXO45"
0.16801062364338,-0.161314443304013,0.091,0.101,1,"MAPRE3"
0.168250312343277,0.169532426962819,0.111,0.1,1,"H2BC4"
0.168847935935092,0.105033953445077,0.355,0.368,1,"CCDC124"
0.168892158580266,-0.166528866315893,0.128,0.139,1,"KLHL36"
0.169620959992639,0.143590772147449,0.276,0.296,1,"TIMM9"
0.170103858595229,0.285492573804771,0.485,0.491,1,"PRMT1"
0.170431346281792,0.23460476763321,0.352,0.375,1,"STK24"
0.17048149506925,0.324978680640806,0.198,0.184,1,"CDK9"
0.170595722620443,-0.173197580877164,0.14,0.15,1,"CNOT3"
0.170614067194028,0.163127692683581,0.157,0.144,1,"MYO9A"
0.170648009524531,0.218557331493081,0.337,0.321,1,"ORAI1"
0.170685253722017,0.238961647328816,0.284,0.268,1,"ATF6B"
0.170710320785765,0.457006874183615,0.189,0.178,1,"ECI2"
0.17145284615433,-0.194607215378659,0.187,0.197,1,"PDRG1"
0.172054450194029,0.234975904810971,0.109,0.097,1,"VPS39"
0.172282396985717,-0.197389466870379,0.163,0.175,1,"RBM4"
0.172709929847484,-0.117288502846081,0.135,0.147,1,"TBL3"
0.172828155458692,0.101695708998038,0.386,0.409,1,"PNKD"
0.172923010865141,0.139706757906767,0.204,0.221,1,"TES"
0.173009975920774,0.120620046225122,0.15,0.163,1,"DMAP1"
0.173282750855032,0.24042891337431,0.398,0.395,1,"NASP"
0.173649294539192,0.223544438400257,0.123,0.112,1,"PIR"
0.173670429903701,0.165127739093468,0.267,0.281,1,"CHIC2"
0.174160049264569,-0.138478463539648,0.104,0.115,1,"SESN3"
0.174281333695888,0.254763507110184,0.174,0.161,1,"XPC"
0.174486773080726,0.350757047460227,0.147,0.136,1,"DIAPH2"
0.174681462734907,0.442077723854863,0.129,0.117,1,"RAB3GAP2"
0.175022808818129,0.107330357393176,0.522,0.545,1,"PSMA3"
0.175363751370379,-0.114719273712174,0.122,0.109,1,"DENND2B"
0.175586700115489,0.244784689724449,0.18,0.166,1,"IRF2"
0.175639907519417,-0.13650709352265,0.315,0.329,1,"PSENEN"
0.175800292291947,-0.120495901253979,0.091,0.102,1,"SYNJ2"
0.175809672561544,0.237172132889087,0.393,0.378,1,"NCKAP1"
0.175909902345242,-0.104530073601245,0.103,0.115,1,"ATE1"
0.176487973713101,0.202346384097811,0.364,0.402,1,"PDZK1IP1"
0.177400336317624,-0.27039107623567,0.106,0.116,1,"GPR89B"
0.178527975912863,-0.154314999664769,0.235,0.247,1,"UROS"
0.178547822157837,0.20645639544029,0.1,0.09,1,"ZNF37A"
0.179078608429825,0.283983614617978,0.147,0.159,1,"EML2"
0.17938505820547,0.219939323613059,0.186,0.172,1,"UNC119"
0.179685096792393,0.150990594499581,0.94,0.957,1,"MT-ND3"
0.179696575223512,0.136139192776433,0.704,0.742,1,"CLTB"
0.180747664230483,-0.134088233009887,0.103,0.113,1,"SESN1"
0.180813477740893,0.391417761105634,0.186,0.175,1,"PI3"
0.181710140529084,-0.294546875546584,0.176,0.187,1,"RTCA"
0.182667003506496,0.511460339985677,0.469,0.534,1,"GLTP"
0.183214178958662,0.291109004767023,0.245,0.232,1,"VCF1"
0.183866298834213,0.367836249669867,0.133,0.121,1,"TBK1"
0.184028877577604,0.172885467838843,0.234,0.219,1,"TBC1D10A"
0.184567692749811,-0.466931480988865,0.131,0.141,1,"EIF1AD"
0.184614069989438,-0.531616482633195,0.114,0.121,1,"CELF2"
0.186358575662117,-0.188728902082378,0.131,0.141,1,"TMEM68"
0.186444039482962,0.161432697803892,0.247,0.266,1,"CFAP97"
0.187186778796667,0.117325608677969,0.334,0.319,1,"SDF2"
0.187217333313105,-0.163531332502972,0.127,0.138,1,"IFT52"
0.187442392893803,0.175755993355153,0.096,0.106,1,"POLRMT"
0.187511301832931,-0.180376222244195,0.213,0.223,1,"VCF2"
0.187983723945674,0.112795164741193,0.256,0.238,1,"DENND10"
0.188406946756029,0.408551598439401,0.139,0.129,1,"WNT3"
0.189342818882311,0.266930643866488,0.138,0.128,1,"UCK2"
0.189778719477819,0.334987199661587,0.172,0.16,1,"SMIM10L1"
0.191556984782753,0.142572538166466,0.119,0.13,1,"NRIP1"
0.191950176053815,0.343607838687249,0.132,0.12,1,"SMG6"
0.192338879226296,0.101394593010669,0.093,0.103,1,"NDUFAF1"
0.193889317441417,0.334138855912688,0.123,0.111,1,"SYVN1"
0.194497061488022,0.137463474692847,0.104,0.093,1,"SMIM8"
0.195276657033584,0.302572054028062,0.145,0.134,1,"RNF41"
0.195296209928565,0.164018991207408,0.361,0.349,1,"TIMMDC1"
0.195753048680851,0.127817195069795,0.658,0.677,1,"CHMP2A"
0.195919436167132,0.280144062706157,0.221,0.206,1,"PIAS1"
0.195935662024909,-0.179668619462864,0.097,0.107,1,"ZNF576"
0.196003205488322,-0.347446314530668,0.135,0.145,1,"SLC25A4"
0.196016581612024,0.391067329678722,0.378,0.45,1,"KLK11"
0.196095221533006,0.110946821304171,0.111,0.099,1,"MTMR6"
0.196109352512998,-0.123300775927917,0.096,0.106,1,"AAR2"
0.197266453793117,-0.340852316540691,0.16,0.169,1,"SLC35E1"
0.197289408414523,0.318892423413838,0.254,0.241,1,"AK4"
0.19733927601434,0.195651427919759,0.146,0.134,1,"KDM7A"
0.197857984887211,0.408217793950973,0.101,0.092,1,"BBS2"
0.19804318504774,-0.356692632361045,0.129,0.138,1,"CDKN2C"
0.198268584044495,0.189624916559392,0.235,0.221,1,"PLLP"
0.198431955965225,0.166148171584772,0.603,0.614,1,"BRI3"
0.198667742848753,-0.129587321294128,0.114,0.125,1,"C3orf38"
0.200904235582616,-0.159702260193467,0.108,0.119,1,"GCLM"
0.20102723305377,0.208995821512316,0.349,0.383,1,"MAPK13"
0.201356362382366,0.310803772350801,0.14,0.154,1,"FOXK2"
0.201706294870296,0.136472382234864,0.104,0.115,1,"PDCD11"
0.202279530554885,0.333210664798691,0.242,0.23,1,"LENG8"
0.202990264764152,0.147831293009085,0.181,0.168,1,"ARFGEF1"
0.203673756608636,0.194829207160017,0.119,0.107,1,"SLC35A1"
0.204325140792442,0.459390062757355,0.146,0.136,1,"SMARCE1"
0.205814073680876,0.439930207481341,0.364,0.419,1,"TMEM54"
0.206266112367174,-0.171532769942826,0.111,0.122,1,"SPOUT1"
0.20636368603599,0.366301034352443,0.173,0.163,1,"CDK10"
0.206462698609652,0.273604599537446,0.377,0.379,1,"CREG1"
0.206553190525194,0.125108864035277,0.245,0.231,1,"CZIB"
0.207406895586154,0.117268729968695,0.452,0.493,1,"PRXL2A"
0.207750731525379,0.126407390593656,0.485,0.48,1,"TNFRSF1A"
0.207933696517707,-0.148763784010431,0.137,0.148,1,"MAVS"
0.208483228917687,0.238086294962219,0.1,0.091,1,"SNN"
0.209853236795836,-0.107436384693889,0.128,0.138,1,"SAMD8"
0.210080061476828,0.285821857068166,0.155,0.143,1,"DVL1"
0.211433528374346,-0.352420849641728,0.111,0.119,1,"CAMSAP3"
0.212412228008544,-0.307447473091564,0.092,0.101,1,"CHMP7"
0.21247034591751,0.302781605842847,0.325,0.317,1,"MGAT1"
0.212947990323164,0.292303560832522,0.122,0.111,1,"RAB30-DT"
0.213414549264209,-0.202062578256075,0.197,0.208,1,"NIPA2"
0.213913861035514,-0.13419327410739,0.2,0.211,1,"EIF2D"
0.214130610498691,0.357774288515523,0.106,0.097,1,"PHF6"
0.215146759684177,0.163025299636278,0.173,0.187,1,"NOA1"
0.215435033338376,0.124789687833741,0.257,0.241,1,"ZBTB8OS"
0.21558852512281,0.19533151907966,0.664,0.693,1,"NPC2"
0.215884025772934,0.307829912962033,0.157,0.17,1,"C1orf56"
0.216167434700895,-0.802463821645069,0.17,0.18,1,"CREM"
0.216775740136579,0.216137876746272,0.223,0.21,1,"TINF2"
0.217064766531906,0.13096159286679,0.431,0.415,1,"MAP4"
0.217081006616432,0.13958472420894,0.239,0.253,1,"USP12"
0.21709719050445,0.155834342620967,0.116,0.127,1,"RPRD1B"
0.217193294051522,0.29236235548219,0.195,0.181,1,"UBE3C"
0.217759534632111,0.200114797910472,0.104,0.094,1,"HMBOX1"
0.218908448562553,0.168044869249018,0.23,0.214,1,"ESYT2"
0.219767331766036,0.480002227143972,0.299,0.3,1,"CITED4"
0.219991562777366,0.307014874371286,0.15,0.14,1,"CIC"
0.220560407711695,-0.261337444089864,0.154,0.164,1,"RDH14"
0.221048976151786,-0.149516749532935,0.095,0.105,1,"ANKRD13C"
0.22126909214634,0.114112434547101,0.506,0.495,1,"CTTN"
0.222297286957644,-0.352541967043694,0.093,0.101,1,"WIPF1"
0.222945046721283,-0.280079493829861,0.121,0.108,1,"CYTOR"
0.223229456568127,-0.139192632900954,0.093,0.101,1,"ZNF296"
0.223532684634492,0.202383349045471,0.222,0.208,1,"PTPN11"
0.224274030860903,-0.1274319067349,0.091,0.1,1,"TAF1B"
0.22470351310754,0.356486949540153,0.124,0.115,1,"RDH13"
0.22513749521587,0.148282139376412,0.69,0.718,1,"PRDX2"
0.226246189567265,-0.220974351004708,0.182,0.192,1,"CCDC167"
0.227044300276744,0.158560300461264,0.213,0.228,1,"UBR5"
0.227358838356369,0.110368034077498,0.2,0.214,1,"ARFRP1"
0.227528674504211,0.205442990443929,0.199,0.211,1,"CINP"
0.228027618101102,0.139033048452259,0.255,0.24,1,"EIF4EBP2"
0.228286725743607,0.442556350066747,0.119,0.11,1,"MRE11"
0.228583363161016,0.217956048070799,0.264,0.254,1,"RNF213"
0.228663572354665,0.173618130878712,0.106,0.096,1,"OCLN"
0.229139138909773,0.30944327133656,0.119,0.131,1,"CRCP"
0.230759064510479,-0.333081037068885,0.13,0.138,1,"ABHD13"
0.231010505553639,0.279567516137996,0.137,0.127,1,"DGAT1"
0.231896385980405,-0.115366260675219,0.225,0.236,1,"ZNF800"
0.232089495034788,0.110485846453901,0.122,0.132,1,"TLK2"
0.233435797896692,0.204632412358661,0.525,0.524,1,"TCEAL4"
0.234466518240974,0.416513093532239,0.111,0.102,1,"GRAMD2B"
0.235617224397892,0.166934356069015,0.264,0.279,1,"RAB3D"
0.236976256049539,0.128786394721178,0.391,0.414,1,"TOLLIP"
0.237939484063145,0.254481502807326,0.173,0.185,1,"UTP3"
0.238903585430642,-0.135277256069327,0.152,0.162,1,"PPFIA1"
0.239514170872264,-0.276715846250146,0.244,0.25,1,"ANKRD37"
0.240574700010791,0.181394023045865,0.134,0.123,1,"SLC25A43"
0.241129709391921,0.14171196842285,0.129,0.141,1,"PIAS2"
0.24260729596898,0.122917495080043,0.132,0.122,1,"CPSF4"
0.242941086060615,-0.547553509429588,0.093,0.1,1,"ANGPTL2"
0.243010772175859,0.131576479338186,0.164,0.153,1,"ZNF33A"
0.24345785196385,0.216932028807595,0.303,0.289,1,"ACTR1A"
0.243497602225205,0.181170131205907,0.102,0.111,1,"E2F6"
0.243673989020577,0.118909508184896,0.112,0.123,1,"NPEPL1"
0.244283063595979,-0.229368256496873,0.14,0.15,1,"STXBP5"
0.244725232275893,0.144361268198455,0.447,0.44,1,"VPS51"
0.245470954815702,-0.198436546939732,0.105,0.114,1,"APOOL"
0.245858968327685,0.300257843081143,0.172,0.16,1,"SUSD6"
0.245908271068715,0.173034012791845,0.121,0.111,1,"CFL2"
0.246149434283303,-0.204883644729203,0.129,0.14,1,"TRIM38"
0.246366776240029,0.242890317058563,0.116,0.106,1,"CUL4B"
0.247093248111832,0.312486370414642,0.09,0.1,1,"AIFM1"
0.248337042778465,0.104598074967672,0.131,0.142,1,"FBXO27"
0.248848088532766,0.128386893501835,0.146,0.136,1,"DNAJC10"
0.249294562151152,0.162462135708638,0.152,0.141,1,"ICE2"
0.250070512731203,-0.189915705475372,0.183,0.194,1,"MED15"
0.250100665505574,-0.218342219416348,0.149,0.159,1,"PWWP3A"
0.250210805602849,0.78458681670034,0.098,0.107,1,"YOD1"
0.25025393708729,0.357522653393907,0.113,0.104,1,"PHC3"
0.250295718314125,0.17413179606994,0.348,0.332,1,"SEC11C"
0.250512556750361,0.311106039628685,0.201,0.194,1,"NOTCH1"
0.250968337579952,-0.101997845430589,0.176,0.186,1,"SUCO"
0.251138405567523,-0.13311747031965,0.117,0.127,1,"TRAFD1"
0.251201474211595,0.196319136358037,0.126,0.135,1,"PXMP2"
0.251230487431437,-0.108160247902404,0.265,0.273,1,"REEP3"
0.251285879918631,-0.171290614248162,0.104,0.113,1,"UIMC1"
0.252682100122659,0.223784087919216,0.236,0.23,1,"POLR3GL"
0.2528950086762,-0.209834925451478,0.2,0.209,1,"DDX41"
0.253122923177666,0.307063658608282,0.121,0.111,1,"MON1B"
0.253190530755677,0.19700434243857,0.175,0.163,1,"IREB2"
0.254090122084244,-0.133036033366793,0.094,0.103,1,"DOT1L"
0.254111740675584,-0.157490151820624,0.267,0.274,1,"SIAH1"
0.255150973834766,0.381691160489906,0.144,0.133,1,"ZFYVE16"
0.255809588722075,-0.239155991360235,0.098,0.107,1,"ZNF821"
0.255933881614729,0.520305768735401,0.233,0.233,1,"EPHX3"
0.256432617147257,0.107772913903403,0.374,0.393,1,"CLIP1"
0.256618012560609,0.209236550885696,0.334,0.329,1,"CSRP1"
0.258311982546756,0.129477317399177,0.213,0.228,1,"SF3A3"
0.25835042085461,0.252538520764145,0.203,0.192,1,"RAB40C"
0.258981825476031,0.334719339294408,0.133,0.143,1,"VKORC1L1"
0.259243160872561,0.39956492171574,0.119,0.131,1,"NUP42"
0.259496259559871,0.402321101836508,0.178,0.168,1,"TMUB2"
0.259762401781079,0.458728020706749,0.212,0.204,1,"DOK4"
0.259968198208919,0.146103615279633,0.226,0.239,1,"OGT"
0.260024049586684,0.222901883172731,0.125,0.136,1,"THAP12"
0.260043456702403,-0.102558661217031,0.144,0.155,1,"KYAT3"
0.260077396460187,0.189426424849062,0.282,0.269,1,"TPM1"
0.260792918172205,0.358383399072824,0.11,0.101,1,"PLEKHO1"
0.260811965343672,-0.130642959731686,0.099,0.107,1,"SLC25A44"
0.260900678968601,0.347277475598141,0.212,0.202,1,"KNOP1"
0.261276750838097,0.912055955180168,0.16,0.155,1,"COL7A1"
0.261604847433263,-0.311999224717922,0.091,0.1,1,"MSI2"
0.261749376648521,-0.214947115561187,0.135,0.145,1,"CETN3"
0.262094346542094,-0.448870492522224,0.094,0.102,1,"LYSMD3"
0.26264762609252,0.139897153379748,0.135,0.125,1,"WDR11"
0.263177019475392,0.192004822323081,0.172,0.182,1,"AP1M2"
0.263388000849563,0.36373404564834,0.132,0.122,1,"PARP6"
0.264469398368598,0.227053832775888,0.124,0.116,1,"POLK"
0.264509072949185,0.20749020277866,0.154,0.143,1,"FBXW11"
0.265612742965704,-0.445975726280267,0.124,0.111,1,"GPR137B"
0.266353617301275,0.282992974043365,0.135,0.147,1,"HDGFL2"
0.26760872850542,0.105461233095903,0.222,0.211,1,"TSPAN5"
0.267786985909945,-0.225578343595404,0.323,0.329,1,"FAM3C"
0.268441650596783,0.296392608554378,0.121,0.13,1,"CRTC3"
0.268644840858668,0.108224352293332,0.167,0.176,1,"PDPK1"
0.268733923536145,0.230674617700218,0.394,0.388,1,"CHD9"
0.26873494056332,0.111674635397708,0.195,0.205,1,"NDUFS1"
0.268891900397818,-0.304607647813416,0.25,0.255,1,"COPA"
0.269083087759521,0.116418743717937,0.099,0.108,1,"FAM98B"
0.269305843606467,0.601746049957656,0.231,0.228,1,"ARL5A"
0.269379030924797,-0.176370524176199,0.097,0.105,1,"ZNF426"
0.269548883525824,0.170940747346672,0.116,0.106,1,"RUSF1"
0.2697778038629,0.131906259218517,0.47,0.468,1,"RALY"
0.27076602259535,0.24531145820425,0.202,0.189,1,"ANKRD13D"
0.271237177674428,-0.133854643345732,0.169,0.178,1,"BAK1"
0.271501535338736,0.172334076178143,0.158,0.148,1,"CRYZL1"
0.27159241583561,-0.133530368870779,0.387,0.373,1,"DDIT4"
0.271621823227268,0.470306323937129,0.166,0.156,1,"KLHL18"
0.271766398990227,-0.604245597450766,0.193,0.194,1,"PLAGL1"
0.274120004554837,0.164469107081078,0.197,0.187,1,"PER3"
0.274746926043131,0.26330878992577,0.184,0.173,1,"XIAP"
0.275130145544059,-0.17746140706617,0.15,0.16,1,"SNRNP35"
0.275160174515625,-0.235811453605712,0.169,0.178,1,"GYG1"
0.275367940135022,-0.249499028325288,0.107,0.115,1,"NAA35"
0.275440778880772,-0.235511486368909,0.11,0.117,1,"ARK2N"
0.276339889336151,0.135350632062942,0.159,0.148,1,"SMPD2"
0.276600003050253,0.185827616765481,0.482,0.482,1,"ACTR2"
0.276818154279504,0.243887840057311,0.203,0.193,1,"TRPT1"
0.276841016744248,0.222133101815242,0.242,0.23,1,"SWI5"
0.276861887962821,0.20062902321839,0.153,0.165,1,"MYO1B"
0.276912735559816,-0.117359848937198,0.131,0.139,1,"NFX1"
0.278052996323095,0.176819977257457,0.201,0.188,1,"GAPVD1"
0.278481524345422,0.296743854635693,0.346,0.336,1,"RALGDS"
0.278650136347903,0.280799785992403,0.22,0.211,1,"RBM22"
0.279238558744081,-0.150785808841299,0.17,0.179,1,"SDHAF1"
0.279932912954249,-0.115010589302639,0.137,0.146,1,"PXMP4"
0.281181113449054,0.148438756263629,0.129,0.12,1,"ZNF395"
0.281234678791147,0.479684900438494,0.1,0.092,1,"ARMC5"
0.283866586715519,-0.131909803730067,0.199,0.209,1,"RBFOX2"
0.284280972138573,0.183055724113892,0.117,0.128,1,"DDX39B"
0.284461374456602,0.129355988300639,0.154,0.142,1,"AP5Z1"
0.285373622052235,0.339785734081627,0.539,0.535,1,"S100A9"
0.285766083386594,-0.219699555110628,0.171,0.179,1,"ZMPSTE24"
0.286054872882293,-0.202044841705193,0.203,0.211,1,"IRAK1"
0.286730482042187,0.312275786374052,0.093,0.102,1,"NAT10"
0.287862980373393,0.374686250997663,0.126,0.117,1,"USP25"
0.287868942901727,0.270235309410297,0.161,0.151,1,"B3GNT2"
0.288539701126629,0.29725864380229,0.369,0.365,1,"SEPTIN10"
0.288681912567841,0.131345607072605,0.265,0.278,1,"PPP2R5E"
0.288741538838772,0.238715120977071,0.361,0.354,1,"VGLL4"
0.290344463007336,0.142770069153983,0.154,0.142,1,"PHF1"
0.290494286242019,0.224535415110259,0.278,0.266,1,"SDCCAG8"
0.291032432840374,-0.225174191416273,0.104,0.113,1,"VCPIP1"
0.291329700883937,0.186883571453206,0.16,0.151,1,"GNPAT"
0.291372611734671,-0.131230003012314,0.341,0.344,1,"ELOF1"
0.291397833929207,-0.150674921816903,0.738,0.782,1,"S100A6"
0.292038461661909,0.129657129151589,0.622,0.629,1,"COX7A2L"
0.292156929970658,-0.102531886241112,0.186,0.197,1,"RALGAPA1"
0.293669661167523,0.283598090479307,0.233,0.219,1,"PCYT1A"
0.293768692092614,0.131657382607828,0.241,0.255,1,"MRPS2"
0.293908826915177,0.438286246406943,0.192,0.182,1,"KLHDC8B"
0.294064972335055,0.114211723266253,0.195,0.183,1,"RFC2"
0.294472803687445,0.122151204569718,0.127,0.136,1,"PYGB"
0.294643780036194,-0.144635564418099,0.112,0.121,1,"CYREN"
0.294786601988494,0.111403791655603,0.579,0.581,1,"TMEM14C"
0.294873805935024,0.150004226108539,0.093,0.102,1,"TPRN"
0.296350993531844,0.303411018331326,0.259,0.25,1,"TMEM101"
0.296714823236384,0.104983336177354,0.19,0.177,1,"DCAF5"
0.297672711081596,0.244845141714567,0.311,0.301,1,"DTD1"
0.29780797820088,0.181726911826036,0.138,0.13,1,"THEM6"
0.298274340022108,-0.440673554758983,0.17,0.177,1,"ELOVL5"
0.299017859414096,0.140108570642094,0.289,0.278,1,"SCARB2"
0.299173363983886,0.106898045623067,0.141,0.149,1,"DPCD"
0.299698307716491,0.288418515087674,0.252,0.243,1,"TRIM16"
0.299891127610882,0.164291447665922,0.219,0.231,1,"ZNF581"
0.299956845519147,0.222630726723059,0.162,0.155,1,"TBC1D4"
0.300086192222333,0.181058619371743,0.148,0.137,1,"RC3H2"
0.300319619778813,0.228836711547579,0.103,0.095,1,"RUFY2"
0.302051862012566,-0.105951846485045,0.141,0.15,1,"SMC2"
0.302730996242483,0.268466448354512,0.168,0.161,1,"BDH1"
0.302759621064717,0.10122336194747,0.357,0.37,1,"NR1D1"
0.302780419626993,0.194199450690523,0.107,0.116,1,"RIGI"
0.305208441965884,0.261443929087468,0.188,0.177,1,"B4GALT3"
0.305284541909003,0.231912102625434,0.329,0.322,1,"MYG1"
0.306363613726865,0.171719258636194,0.231,0.22,1,"SF3B3"
0.307034291989578,0.215435154799399,0.173,0.164,1,"MRPS31"
0.307254983667642,-0.268138426490753,0.094,0.102,1,"MED14"
0.309131558639074,-0.148178111796959,0.189,0.198,1,"TRIM69"
0.309486959352679,0.139338550780554,0.364,0.348,1,"CLTC"
0.309587365783215,0.113151345722777,0.102,0.11,1,"NDRG3"
0.309814834729233,0.161214554659433,0.252,0.241,1,"SMAD5"
0.310940753982406,0.129326965112373,0.204,0.192,1,"MID1IP1"
0.311506551991979,0.164099572922249,0.103,0.094,1,"PPP1R12B"
0.311943021202252,0.372465348948044,0.107,0.117,1,"IFIH1"
0.312010912692019,0.149142938582667,0.106,0.097,1,"MOSPD2"
0.312107970053602,-0.154896744533909,0.268,0.276,1,"TMEM126B"
0.31237336564365,0.210291463879642,0.209,0.198,1,"ATF7"
0.312522210123958,-0.20214315468853,0.103,0.11,1,"PUS3"
0.312957700389403,0.150452300530457,0.236,0.222,1,"SAE1"
0.314457051963465,0.531473354825529,0.123,0.115,1,"FKBPL"
0.314654893321423,0.114844881558929,0.301,0.313,1,"TATDN1"
0.315640545563191,0.107481711324826,0.169,0.184,1,"A2ML1"
0.316036723726249,-0.21942556462428,0.179,0.187,1,"SMIM13"
0.316846086138974,0.21336239157667,0.131,0.143,1,"LAS1L"
0.317658536016375,0.297122867127481,0.287,0.274,1,"ARL16"
0.318033410140825,0.109735247666008,0.114,0.106,1,"COQ8A"
0.318152091194958,0.223974362624652,0.112,0.104,1,"PACS1"
0.319789828326608,0.112674333740602,0.117,0.109,1,"DCAF15"
0.320767715623735,0.215548560214392,0.198,0.191,1,"ADAM10"
0.320812567067609,-0.100123299050213,0.347,0.356,1,"MED28"
0.321049525118014,0.11145847996822,0.211,0.198,1,"DCAF8"
0.321429083837466,0.101646624131874,0.229,0.217,1,"TOM1"
0.321670443893172,0.136534708655271,0.329,0.32,1,"AKAP13"
0.323314645141127,0.349785270421211,0.167,0.156,1,"NCSTN"
0.324452057248447,0.136491209446878,0.169,0.179,1,"HDHD5"
0.324994857811778,0.463159080864139,0.112,0.105,1,"NT5C2"
0.325918406367342,0.285204070452505,0.182,0.174,1,"SLC31A2"
0.325920703801035,0.246158204495287,0.114,0.107,1,"EYA3"
0.326001278652869,-0.106004927993042,0.173,0.182,1,"TMEM131"
0.327423430844842,0.115462311423745,0.313,0.322,1,"TRAPPC4"
0.32795090653344,-0.113927488270966,0.193,0.202,1,"DAXX"
0.328503202153743,0.160753134441056,0.25,0.24,1,"GAN"
0.32880465635569,0.352379918959083,0.257,0.255,1,"CD24"
0.329931239348282,0.251107573789633,0.182,0.173,1,"STK11"
0.330438857881116,0.174734505601883,0.438,0.439,1,"TMEM179B"
0.330652620570857,0.487739569781394,0.186,0.182,1,"FZD6"
0.330781469829658,0.429246154080756,0.23,0.23,1,"BNIPL"
0.331800482187187,0.315127697579233,0.122,0.114,1,"RNF169"
0.332120012484734,0.271953834772186,0.129,0.12,1,"FNDC3A"
0.332834118359809,0.199269167907488,0.107,0.099,1,"KHNYN"
0.333852890392204,0.330540449952314,0.104,0.112,1,"PIBF1"
0.334317726033073,0.234411388572273,0.232,0.221,1,"ATP2C1"
